,Turbine,Date & Time,WTG-B (2.82-FDR 2A) - (GRID) OPERATING TIME,WTG-B (2.82-FDR 2A) - BLADE 1 - ACTUAL VALUE,WTG-B (2.82-FDR 2A) - BLADE 1 - SET VALUE,WTG-B (2.82-FDR 2A) - BLADE 2 - ACTUAL VALUE,WTG-B (2.82-FDR 2A) - BLADE 2 - SET VALUE,WTG-B (2.82-FDR 2A) - BLADE 3 - ACTUAL VALUE,WTG-B (2.82-FDR 2A) - BLADE 3 - SET VALUE,WTG-B (2.82-FDR 2A) - DOWN TIME,WTG-B (2.82-FDR 2A) - EXPECTED POWER,WTG-B (2.82-FDR 2A) - GEARBOX BEARING TEMPERATURE INTERMEDIATE SHAFT GENERATOR SIDE (ROTOR SIDE),WTG-B (2.82-FDR 2A) - POWER,WTG-B (2.82-FDR 2A) - PRODUCTION,WTG-B (2.82-FDR 2A) - GEARBOX BEARING TEMPERATURE,WTG-B (2.82-FDR 2A) - ROTOR BEARING 2 TEMPERATURE,WTG-B (2.82-FDR 2A) - ROTOR SPEED (PLC),WTG-B (2.82-FDR 2A) - STATE AND FAULT,WTG-B (2.82-FDR 2A) - GENERATOR OUTBOARD BEARING TEMPERATURE,WTG-B (2.82-FDR 2A) - HUB TEMPERATURE,WTG-B (2.82-FDR 2A) - SHAFT BEARING TEMPERATURE,WTG-B (2.82-FDR 2A) - TIP SPEED,WTG-B (2.82-FDR 2A) - TIP SPEED RATIO,WTG-B (2.82-FDR 2A) - TOWER ACCELERATION,WTG-B (2.82-FDR 2A) - WIND DIRECTION,WTG-B (2.82-FDR 2A) - WIND SPEED,WTG-B (2.82-FDR 2A) - YAW DEVIATION
35282,WTG-B,23-May-22 00:10:00,17156794,89.00910187,88.94134521,89.02446747,88.94134521,28.99973679,88.94134521,2682007,108.2228546,-3278.5,-8.996590614,6259264,58.65309906,-3.700000048,0.006417694,Fault 1341,34.18729401,20.99285316,40.60176849,0.041767262,0,77.3240509,120,3.524332285,2
35426,WTG-B,24-May-22 00:10:00,17185845,88.97428131,89,88.97447968,89,90.43275452,89,2739884,1523.38855,-3278.5,-4.353528023,6265163,31.56199455,-3.700000048,0,Fault 1341,21.39177704,14.00095367,22.8877182,0,0,19.9691124,72,7.712312222,0
35570,WTG-B,25-May-22 00:10:00,17219064,0.254665673,0.119860373,0.478486747,0.345151126,-0.200938106,-0.33304292,2791261,540.5595093,-3278.5,291.5805054,6273181,56.60573196,-3.700000048,7.447797775,OnLine,28.97970963,17.89850044,36.41713333,50.10663223,9.198681831,64.49921417,326,5.433355808,19.39134026
35714,WTG-B,26-May-22 00:10:00,17293595,-0.765373111,-0.655335724,-0.537743211,-0.553436458,-1.215453386,-1.304165125,2803700,1092.542236,-3278.5,1305.380005,6298266,61.61790466,-3.700000048,10.86291027,OnLine,17.51338577,14.76229763,39.7127037,70.35327148,10.48836422,153.8414612,299,6.861412048,10
35858,WTG-B,27-May-22 00:10:00,17353418,84.99854279,85.07595062,84.9970932,85.07595062,84.99937439,85.07595062,2828165,14.2508812,-3278.5,-2.056389809,6332190,50.34893036,-3.700000048,0,Fault 1145,36.81431198,27.75277328,38.23473358,0,0,3.760081768,42,1.627127767,0.348053545
36002,WTG-B,28-May-22 00:10:00,17388543,91.99998474,84.99978638,91.99997711,84.99978638,91.99998474,84.99978638,2878758,2142.015625,-3278.5,-2.265753031,6340436,46.3571434,-3.700000048,0,Fault 1388,39.31362915,28.97737122,37.3536911,0,0,33.74016571,165,9.635907173,6.790967464
36146,WTG-B,29-May-22 00:10:00,17436871,9.523943901,9.446409225,9.434220314,9.225419998,9.341535568,9.335785866,2916211,2770.370117,-3278.5,2630.354004,6374593,68.14084625,-3.700000048,13.24467087,OnLine,42.2047081,33.86310577,52.00835037,89.15795898,7.857557297,237.7639313,178,11.20966244,7.343253613
36290,WTG-B,30-May-22 00:10:00,17482077,92.00005341,89,91.99998474,89,91.99998474,89,2956690,2820,-3278.5,-2.426223278,6407348,44.98653793,-3.700000048,0.130114004,Fault 1144,39.98240662,30.33409309,39.52742386,1.711877227,0,158.0892792,161,20.00886726,11
36434,WTG-B,31-May-22 00:10:00,17512674,90.28272247,85,90.29672241,85,90.50521088,85,3012249,362.0372314,-3278.5,-2.422639608,6430933,47.13012695,-3.700000048,0,Fault 1120,42.70223999,30.87700653,39.67562866,0,0,30.62222862,156,4.91012907,10
36578,WTG-B,01-Jun-22 00:10:00,17559980,1.448192835,1.683576703,1.28756547,1.504547119,0.728916347,0.946244061,3049375,151.5142822,-3278.5,102.017601,6449005,61.63385391,-3.700000048,7.460683823,OnLine,37.84676361,32.00093079,48.43308258,48.92274094,12.80318737,27.99389267,173,3.873385429,1
36722,WTG-B,02-Jun-22 00:10:00,17628438,-0.548343658,-0.290354043,-0.835775018,-0.575124979,-1.100506783,-0.842501819,3062297,545.3234863,-3278.5,655.4830322,6470079,62.07618332,-3.700000048,8.698318481,OnLine,24.41005325,20.88488388,42.79999924,56.53162766,10.66081715,32.80014038,25,5.448646069,3.228281975
36866,WTG-B,03-Jun-22 00:10:00,17697892,-0.596103907,6.340371609,-0.881240964,6.055600643,-1.134134531,5.788223743,3062892,1737.712891,-3278.5,1266.496948,6481259,63.2457962,-3.700000048,10.79019165,OnLine,24.98116875,24.58936882,42.92515945,70.50372314,8.79082489,65.97633362,89,8.163328171,2
37010,WTG-B,04-Jun-22 00:10:00,17759347,-0.554136693,-0.550332546,-0.832678258,-0.835103452,-1.131861448,-1.102480292,3082211,881.1810303,-3278.5,1236.001587,6489864,62.7932663,-3.700000048,10.68073845,OnLine,27.76704216,27.12781334,46.08877182,73.91262054,11.06848717,51.75129318,137,6.423884392,4
37154,WTG-B,05-Jun-22 00:10:00,17837893,1.935574055,1.955983996,1.861480594,1.882829547,1.454331279,1.471903563,3087745,2367.44043,-3278.5,2703.570801,6519971,67.44058228,-3.700000048,13.48485184,OnLine,39.43389893,30.14931297,51.53427887,88.29000854,9.357426643,143.9887848,157,9.592479706,4
37298,WTG-B,06-Jun-22 00:10:00,17900334,0.633349478,0.640292168,0.556651592,0.567137599,0.14509134,0.156211615,3109698,2467.327393,-3278.5,2113.473633,6556115,66.0352478,-3.700000048,13.15959167,OnLine,37.67194366,29.63559151,50.40625,86.47477722,8.817009926,91.54223633,149,9.857602119,0
37442,WTG-B,07-Jun-22 00:10:00,17913159,90.12783813,85,90.22345734,85,90.41942596,85,3175139,437.4863892,-3278.5,-3.890645742,6561164,41.4893837,-3.700000048,0,Fault 2620,36.52801895,30.85486603,34.68008423,1.035127997,0,14.66161442,156,5.081441402,3.013127327
37586,WTG-B,08-Jun-22 00:10:00,17943365,84.97953796,88.14407349,85.0144577,88.11476898,90.35041809,88.11476898,3216024,76.3109436,-3278.5,-2.176841259,6566523,47.35135651,-3.700000048,0.098610938,Fault 1145,38.84977341,31.04494858,37.76350784,2.242055655,0,3.81520462,144,3.354789495,6
37730,WTG-B,09-Jun-22 00:10:00,18005859,1.969298363,1.90017581,1.728460789,1.663089514,1.23956728,1.175967216,3219868,20.79161263,-3278.5,26.74329185,6581566,58.90042877,-3.700000048,7.491782188,OnLine,40.41452026,28.25887871,44.630867,50.3321991,21.16600227,82.81416321,105,2.338903189,1.572613239
37874,WTG-B,10-Jun-22 00:10:00,18052403,-0.522559106,-0.509842396,-0.755780339,-0.746928632,-1.246186376,-1.23405087,3238228,1713.494263,-3278.5,1874.63623,6589845,65.69999695,-3.700000048,12.23034382,OnLine,41.16684341,30.26107788,46.29721832,83.78847504,10.05165863,103.6752167,153,8.16384697,1
38018,WTG-B,11-Jun-22 00:10:00,18096125,88.99507904,86.87065125,86.72262573,86.87065125,89.00706482,86.87065125,3273432,493.1480408,-3278.5,-9.792585373,6602120,58.6278038,-3.700000048,0.075290151,Fault 1340,47.05059433,34.0038147,43.68859482,0.393022686,0,150.8677979,142,5.375077248,1
38162,WTG-B,12-Jun-22 00:10:00,18096363,91.99997711,85,91.99998474,85,91.99995422,85,3337115,828.7729492,-3278.5,-3.40504384,6602120,42.18548584,-3.700000048,0,Fault 4531,37.70709991,35.96190643,35.39869308,0.018147685,0,8.694101334,136,6.321173668,1.360307455
38306,WTG-B,13-Jun-22 00:10:00,18098069,85.00045776,86.21256256,85.00467682,86.13697815,84.97615051,86.2170639,3418700,2804.672119,-3278.5,-8.513067245,6603050,44.27473068,-3.700000048,0,Fault 1144,41.80282974,36.19785309,36.6663475,0.327617377,0,82.27529144,176,13.15521431,13
38450,WTG-B,14-Jun-22 00:10:00,18140820,91.99998474,85,91.99998474,85,91.99998474,85,3460638,2819.05249,-3278.5,-2.029783726,6636242,55.44951248,-3.700000048,0,Fault 1144,52.7004776,35.89091492,50.20747375,0.729629219,0,96.04522705,169,17.94991302,0.765584052
38594,WTG-B,15-Jun-22 00:10:00,18170844,91.99998474,85,91.99998474,85,91.99998474,85,3488963,2819.327393,-3278.5,-2.149716139,6659904,47.7808342,-3.700000048,0,Repair,42.44919205,32.96595001,40.45455551,0,0,103.7890549,174,12.47901917,4
38738,WTG-B,16-Jun-22 00:10:00,18170844,92,85,91.99997711,85,91.99998474,85,3488963,1429.21228,-3278.5,-1.796757221,6659904,39.43538284,-3.700000048,0,Repair,34.72294617,32.89474106,33.88666534,0.113306649,0,25.97345543,167,7.66394949,2
38882,WTG-B,17-Jun-22 00:10:00,18170844,91.99996948,85,91.99999237,85,91.99998474,85,3488963,1445.346313,-3278.5,-2.466162443,6659904,39.65839767,-3.700000048,0,Repair,35.68201828,33.61692429,33.68360901,0,0,46.62744522,169,7.639775753,3
39026,WTG-B,18-Jun-22 00:10:00,18188971,91.99994659,85,91.99994659,85,91.99998474,85,3496700,1801.323486,-3278.5,-2.097513914,6664917,53.52781296,-3.700000048,0,Fault 1120,46.26635742,35.07444,43.21325684,0,0,9.692304611,166,8.369804382,2.723254681
39170,WTG-B,19-Jun-22 00:10:00,18242920,1.748387456,1.747103214,1.653584599,1.659348607,1.206568599,1.200786591,3528494,2186.295166,-3278.5,2678.117432,6682647,68.08985901,-3.700000048,13.43256474,OnLine,44,35.9588356,53.10467911,88.94465637,9.820274353,128.2313385,147,9.110476494,1
39314,WTG-B,20-Jun-22 00:10:00,18295048,91.99998474,85,91.99998474,85,91.99998474,85,3563240,1477.165283,-3278.5,-1.900726795,6709077,47.19433975,-3.700000048,0,Fault 1578,40.95338058,33.0006752,42.3198967,0,0,29.68235779,152,7.747820854,2
39458,WTG-B,21-Jun-22 00:10:00,18330300,91.99998474,85,91.99998474,85,91.99998474,85,3613441,2812.432861,-3278.5,-3.378689051,6730169,54.06750488,-3.700000048,0,Fault 1386,48.89828873,34.92042542,49.38580322,1.026755095,0,34.86167145,151,12.53563881,3.216304779
39602,WTG-B,22-Jun-22 00:10:00,18377900,-0.124633446,-0.127985522,-0.089879222,-0.089012608,-0.599346936,-0.598825932,3650382,2153.197998,-3278.5,1984.684692,6754952,67.16669464,-3.700000048,12.85936069,OnLine,44.30505371,36.94430161,49.61632156,83.54953003,9.314665794,101.0123138,172,9.03854084,0
39746,WTG-B,23-Jun-22 00:10:00,18388783,91.99998474,85,91.99994659,85,91.99998474,85,3716187,985.9801025,-3278.5,-3.946536541,6761021,41.88033676,-3.700000048,0,Fault 3994,38.25295639,31.34092903,37.90929413,0,0,11.83386612,56,6.707681656,1.4403193
39890,WTG-B,24-Jun-22 00:10:00,18388783,90.4077301,85,90.3030777,85,90.35482788,85,3798782,2461.450195,-3278.5,-9.226657867,6761021,41.08115005,-3.700000048,0,Fault 1144,38.51012421,33.90103149,35.03581238,1.010048747,0,31.68422699,151,9.832097054,11.75804996
40034,WTG-B,25-Jun-22 00:10:00,18388783,92.00003815,85,92.00001526,85,91.99990845,85,3835961,2818.761963,-3278.5,-1.886980534,6761021,40.49100494,-3.700000048,0.05444156,Repair,37.67419434,8.631242752,35.45292282,2.102355003,0,53.31391144,172,13.96344852,2.222907305
40178,WTG-B,26-Jun-22 00:10:00,18388783,91.99998474,85,91.99998474,85,91.99998474,85,3835961,2818.210205,-3278.5,-2.389280796,6761021,37.99234772,-3.700000048,0,Repair,33.55575562,31.87931061,34.66408157,0,0,60.92693329,29,12.8855257,3
40322,WTG-B,27-Jun-22 00:10:00,18388783,91.99998474,85,91.99998474,85,91.99998474,85,3835961,428.1348267,-3278.5,-1.784836888,6761021,31.02285194,-3.700000048,0,Repair,23.79415894,25.02747345,26.20609856,0,0,8.219453812,36,5.103056431,3
40466,WTG-B,28-Jun-22 00:10:00,18388783,91.99998474,85,92,85,91.99993896,85,3835961,88.49782562,-3278.5,-1.937077641,6761021,31.59296417,-3.700000048,0,Repair,25.88559914,25.81632805,25.3645401,0,0,13.61949348,88,3.413892984,25
40610,WTG-B,29-Jun-22 00:10:00,18388783,91.99995422,85,91.99998474,85,91.99998474,85,3835961,1543.9375,-3278.5,-1.73268044,6761021,35.78026962,-3.700000048,0,Repair,32.3022728,29.92372704,28.38219833,0,0,18.17017174,162,7.841695786,11
40754,WTG-B,30-Jun-22 00:10:00,18388783,61.08798981,85,91.99998474,85,91.99998474,85,3835961,2816.760254,-3278.5,-1.775953054,6761021,36.66952133,-3.700000048,0,Repair,32.91316223,29.98275566,30.31404877,0,0,14.28810406,159,11.99208164,3
40898,WTG-B,01-Jul-22 00:10:00,18388783,92.00003815,85,91.99998474,85,91.99998474,85,3835961,2537.703857,-3278.5,-1.658543944,6761021,38.27827835,-3.700000048,0,Maintenance,34.86592865,32.91578674,32.08265686,0.576138735,0,31.01377296,151,10.05596066,9
41042,WTG-B,02-Jul-22 00:10:00,18388783,91.99998474,85,91.99998474,85,91.99998474,85,3835961,1837.707642,-3278.5,-1.843694568,6761021,38.98226166,-3.700000048,0,Maintenance,35.58126831,33.71727753,33.42745209,0,0,39.31897736,169,8.449715614,9
41186,WTG-B,03-Jul-22 00:10:00,18388783,91.99998474,85,91.99998474,85,91.99996948,85,3835961,2558.602295,-3278.5,-2.394875288,6761021,37.50162125,-3.700000048,0,Maintenance,33.10968399,31.93958473,32.22681046,0,0,35.53583527,169,10.10973835,0
41330,WTG-B,04-Jul-22 00:10:00,18388783,91.99998474,85,91.99996185,85,91.99998474,85,3835961,1525.096924,-3278.5,-2.547305107,6761021,37.9181366,-3.700000048,0,Maintenance,33.74855042,32.81216431,31.79997826,0,0,7.634753227,169,7.850351334,7
41474,WTG-B,05-Jul-22 00:10:00,18388783,91.99998474,85,91.99993896,85,91.99996948,85,3835961,2741.125732,-3278.5,-2.60596776,6761021,38.87121582,-3.700000048,0,Maintenance,34.92136383,34.91140366,33.23276901,0.65884769,0,56.11842346,168,11.57847214,1.243570447
41618,WTG-B,06-Jul-22 00:10:00,18388783,92,85,91.99996948,85,91.99994659,85,3835961,2805.599854,-3278.5,-1.881245613,6761021,39.60650635,-3.700000048,0,Repair,35.60084915,35.96126175,34.0946579,0,0,27.50396156,176,12.57817745,1
41762,WTG-B,07-Jul-22 00:10:00,18388783,91.99998474,85,91.99998474,85,91.99998474,85,3835961,2348.18335,-3278.5,-2.043931961,6761021,41.44266891,-3.700000048,0,Repair,37.88093185,37.69888306,35.927742,0,0,20.25352859,170,9.546753883,1
41906,WTG-B,08-Jul-22 00:10:00,18388783,91.99998474,85,92.00001526,85,91.99995422,85,3835961,11.74599457,-3278.5,-3.361824512,6761021,42.69552231,-3.700000048,0,Repair,38.81018066,38.85246277,36.45014954,0,0,10.13500404,134,1.568126321,7.205919266
42050,WTG-B,09-Jul-22 00:10:00,18388783,90.42156982,85,90.42485046,85,90.29337311,85,3835961,450.5700989,-3278.5,-1.783260465,6761021,40.87826538,-3.700000048,0,Repair,36.23439026,35.717453,35.83343124,0.003875252,0,8.101027489,62,5.207364082,1.224243045
42194,WTG-B,10-Jul-22 00:10:00,18388783,91.99998474,85,92,85,91.99996185,85,3835961,1319.217285,-3278.5,-2.273967266,6761021,40.23229218,-3.700000048,0,Repair,35.70672989,34.62190247,34.54254532,0,0,3.817376614,79,7.412102222,6
42338,WTG-B,11-Jul-22 00:10:00,18388783,91.99998474,85,92.00003815,85,91.99998474,85,3835961,1005.727295,-3278.5,-2.204308748,6761021,40.80570221,-3.700000048,0,Repair,37.23019791,35.0038147,34.16052246,0,0,4.379721165,157,6.800312996,2
42482,WTG-B,12-Jul-22 00:10:00,18397998,21.01455116,89,89.02268982,89,90.41398621,89,3861150,873.7808838,-3278.5,-2.37044692,6763531,56.77379608,-3.700000048,0,Fault 1144,50.05654526,28.9480648,41.14310837,0.370878369,0,20.3253727,170,6.514530182,0.238285273
42626,WTG-B,13-Jul-22 00:10:00,18443727,89.00674438,89,89.0017395,89,90.34269714,89,3901072,72.29763031,-3278.5,-7.733991146,6780856,55.42356873,-3.700000048,0,Fault 1340,43.19042969,33.05972672,45.37739944,0,0,33.09897995,97,3.297613382,4
42770,WTG-B,14-Jul-22 00:10:00,18452165,88.98912811,89,88.98606873,89,90.4341507,89,3952717,1503.254761,-3278.5,-1.86902976,6782379,56.39825058,-3.700000048,0.002288542,Fault 1145,46.65583038,36.02987289,41.26869965,0.015140094,0.002075004,34.06204987,141,7.8087883,0
42914,WTG-B,15-Jul-22 00:10:00,18478756,90.40274811,85,90.2093277,85,90.41889954,85,4005202,2246.977783,-3278.5,-2.174291849,6789831,52.23215103,-3.700000048,0,Fault 1386,48.62581253,37.25915527,43.0511055,0,0,27.02463913,149,9.258481979,5.79437542
43058,WTG-B,16-Jul-22 00:10:00,18489408,92.00005341,89,91.99998474,89,91.99998474,89,4073705,2645.357422,-3278.5,-1.696061134,6794596,50.17874527,-3.700000048,0,Fault 1145,45.71641159,36.96772003,39.92922211,0,0,27.60503387,195,10.67386246,0
43202,WTG-B,17-Jul-22 00:10:00,18490335,34.20979691,34.08247757,34.12506104,34.00764084,33.63854599,33.51744461,4159314,2801.236084,-3278.5,-16.63199425,6795108,46.41329956,-3.700000048,4.741754055,RunUp,43.00292587,37.0038147,37.90077972,29.70589256,2.483587742,139.5656433,188,12.14715004,0.734109402
43346,WTG-B,18-Jul-22 00:10:00,18517001,90.32262421,85,90.30445099,85,90.44046021,85,4216708,2301.544434,-3278.5,-3.840857029,6802695,49.29665375,-3.700000048,0,Fault 2775,43.73371506,36.99344635,41.24513245,0.805519521,0,13.06075478,56,9.435972214,1
43490,WTG-B,19-Jul-22 00:10:00,18540163,-0.639892101,-0.637186527,-0.742878616,-0.712022841,-1.198863864,-1.202221274,4262386,1171.334839,-3278.5,1359.73877,6804634,62.61651611,-3.700000048,11.21938229,OnLine,33.64764786,37.75583267,47.32360077,73.15717316,10.43824863,71.066185,132,7.205383778,7
43634,WTG-B,20-Jul-22 00:10:00,18620731,13.00776863,13.08355713,12.93710423,13.0087204,12.44270515,12.51852226,4265504,2817.6604,-3278.5,2804.4104,6835756,69.66326904,-3.700000048,13.47566128,OnLine,57.26154709,44.00160217,58.8674469,88.55396271,5.856012344,166.9775238,192,15.44962692,5.955949306
43778,WTG-B,21-Jul-22 00:10:00,18668062,91.99998474,85,92.00000763,85,91.99998474,85,4302248,1676.767578,-3278.5,-8.934809685,6854262,54.12958908,-3.700000048,0,Fault 1340,49.40096283,40.00647354,49.97423172,1.003623009,0,27.51755524,73,8.18741703,0.668456078
43922,WTG-B,22-Jul-22 00:10:00,18712256,89.00221252,89,88.99815369,89,90.41576385,89,4343930,758.7664795,-3278.5,-2.493705511,6877042,56.31816864,-3.700000048,0.001414757,Fault 1340,47.13088226,35.03648758,46.89392471,0.009407718,0.001531784,4.039577007,180,6.191159248,5
44066,WTG-B,23-Jul-22 00:10:00,18760301,-0.589059353,-0.606971502,-0.729379654,-0.748625338,-1.149293661,-1.142934561,4380927,1637.239624,-3278.5,1559.032837,6892202,64.69682312,-3.700000048,11.76205158,OnLine,35.59999847,35.76751709,48.90081787,77.14424133,9.769949913,45.11203003,172,8.067110062,0
44210,WTG-B,24-Jul-22 00:10:00,18789277,91.99998474,85,91.99999237,85,91.99997711,85,4397879,2770.130859,-3278.5,-3.42723608,6904182,46.27440643,-3.700000048,0,Repair,40.63473892,36.92298508,40.36495972,1.225021124,0,12.64254951,170,11.20560837,0.367129713
44354,WTG-B,25-Jul-22 00:10:00,18789277,91.99991608,85,92.00003815,85,92.00000763,85,4397879,2787.804199,-3278.5,-2.774538517,6904182,43.51856613,-3.700000048,0,Repair,39.81157684,37.87099075,37.81296539,0,0,21.5077095,166,11.50515652,0
44498,WTG-B,26-Jul-22 00:10:00,18789277,61.62655258,85,61.71532822,85,61.71532822,85,4397879,2370.831055,-3278.5,-2.185134411,6904182,42.64885712,-3.700000048,0,Repair,38.8817482,37.84540558,36.75984573,0,0,59.67004013,189,9.600548744,0
44642,WTG-B,27-Jul-22 00:10:00,18789277,91.99998474,85,91.99998474,85,92.00003815,85,4397879,2819.055176,-3278.5,-2.344267845,6904182,42.61433792,-3.700000048,0,Repair,38.90418625,38.29699326,37.23234558,0,0,72.76779938,177,14.189744,3.275491476
44786,WTG-B,28-Jul-22 00:10:00,18789277,91.99998474,85,92.00001526,85,91.99998474,85,4397879,1621.612427,-3278.5,-2.181664228,6904182,40.7788887,-3.700000048,0,Repair,36.57348251,35.0038147,36.12874222,0,0,15.65124416,104,8.079502106,2
44930,WTG-B,29-Jul-22 00:10:00,18789277,91.99998474,85,91.99998474,85,65.93358612,85,4397879,829.6955566,-3278.5,-1.874226093,6904182,37.68357086,-3.700000048,0,Repair,32.66513443,30.9255867,33.26274872,0.323890388,0,21.78126335,62,6.345963955,2.269016266
