,turbine,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
31394,WTG-H,-0.617809832,-0.618753791,-0.791366935,-0.772991002,-1.090180159,-1.171095967,1317.805176,-3278.5,1012.084167,5863227,65.74855804,-3.700000048,10.02751446,OnLine,33.30236435,18.08433723,37.5394249,64.54093933,9.162704468,78.40377045,48.15333939,7.282691956,2.153339386
31538,WTG-H,21.41963768,21.30021667,21.27205658,21.14597893,20.855299,20.74787331,2485.447998,-3278.5,125.3118973,5881275,59.21660233,-3.700000048,7.813804626,OnLine,33.69987869,22.74065208,40.64649582,53.45819855,5.303174973,91.27552032,170,9.775338173,6
31682,WTG-H,4.31380415,4.262262821,4.144591331,4.108025551,3.755537271,3.709920168,2393.488281,-3278.5,2830.274658,5933555,70.96446228,-3.700000048,13.46883488,OnLine,40.29999924,23.99750137,44.16028214,88.72924805,9.437198639,112.7501297,161.3671722,9.548563004,1.367172241
31826,WTG-H,4.999788284,5.124676704,3.907541513,4.244007111,3.857069016,3.733207941,2320.713135,-3278.5,2851.321289,5978733,71.01184082,-3.700000048,13.59518528,OnLine,41.726017,27.82960701,46.39871597,88.77420044,9.652256966,135.907959,123.5372009,9.461815834,12.46279907
31970,WTG-H,10.81270981,10.81603909,10.65737629,10.66180134,10.25934219,10.26369667,2820,-3278.5,2845.727051,6042034,71.32023621,-3.700000048,13.50382805,OnLine,44.10569382,29.69478035,47.57172012,89.77856445,6.181427002,108.9394302,310.5597839,14.5267086,1.559783936
32114,WTG-H,85.00927734,81.20808411,85.00891876,81.20808411,85.00804901,81.20808411,10.70192432,-3278.5,-11.51654148,6075168,52.68468475,-3.700000048,0.219021171,Weather Outage,35.45129395,27.75694275,37.28551865,0,0,0.672539055,21.28521729,1.290278673,12.71478271
32258,WTG-H,0.689359546,0.718131006,0.532128572,0.563893855,0.131522521,0.16578874,2005.242554,-3278.5,2175.390137,6102302,68.4641037,-3.700000048,13.15345669,OnLine,38.48770905,25.8207016,44.10431671,89.63365936,10.08886242,112.7390442,99.13002777,8.670913696,0.568505168
32402,WTG-H,8.345710754,8.280508041,7.464437008,7.685172558,8.267493248,7.970162392,2798.962402,-3278.5,2837.161621,6152553,70.19512939,-3.700000048,13.47987938,OnLine,32.33237839,16.05888176,40.69789124,89.63721466,7.7006464,194.061142,317,11.57066059,8
32546,WTG-H,0.870804012,0.501930237,0.735506117,0.347693086,0.313253641,-0.050412036,294.885437,-3278.5,227.8968658,6176643,61.45320129,-3.700000048,7.523872852,OnLine,30.59999847,16.96186829,34.43723297,49.87001801,11.07910347,33.75765228,100.1784744,4.510696888,3.223879576
32690,WTG-H,1.70574224,1.564496279,1.627196312,1.6507653,0.635457337,0.653863132,2633.522217,-3278.5,2216.566895,6196083,68.8473587,-3.700000048,13.37395668,OnLine,34.17641068,17.3647213,35.86868286,88.78365326,8.648292542,172.9293518,102.5242538,10.30322456,1.030512094
45074,WTG-H,84.99282837,85,85.00376129,85,84.9749527,85,880.3275757,-3278.5,-1.664532423,7639680,33.93592453,-3.700000048,0.183415741,Repair,26.1089344,25.8367691,27.12367058,0,0,7.634753227,65,6.452482224,6.789345741
45218,WTG-H,84.99285126,85,85.00375366,85,84.97496033,85,1797.348999,-3278.5,-3.598147154,7639680,35.26329041,-3.700000048,0.306902319,Repair,29.38597107,28.73621559,26.56945038,0,0,3.817376614,89.61695862,8.363609314,14.38304138
45362,WTG-H,84.99286652,85,85.0037384,85,84.97492981,85,876.902832,-3278.5,-1.647314429,7639680,37.31641769,-3.700000048,0.304478079,Repair,31.03685379,30.72704506,28.64732742,2.024689198,0.573446453,13.06585503,114.3559113,6.250930309,1.644088745
45506,WTG-H,84.99286652,85,85.00375366,85,84.97498322,85,1798.683716,-3278.5,-2.061192274,7639680,39.61802292,-3.700000048,0,Repair,33.77795029,32.90971375,31.90225983,0.265268236,0,14.12124062,167.8988037,8.358014107,3.104988337
45650,WTG-H,84.99282837,85,85.00379181,85,84.97497559,85,2820,-3278.5,-1.785429835,7639680,42.10023499,-3.700000048,0,Repair,36.53784943,36.12944794,34.31819153,0,0,14.51101494,151.8378601,13.88156891,5.162139893
45794,WTG-H,84.99285126,85,85.00375366,85,84.97492981,85,2685.091553,-3278.5,-1.869525194,7639680,43.08393478,-3.700000048,0.043626331,Repair,37.61227417,37.51699448,35.8079834,0.181372374,0,15.65124416,154,10.75365162,3
45938,WTG-H,84.99282837,85,85.00377655,85,84.97496033,85,2489.275635,-3278.5,-2.000337839,7639680,41.50525665,-3.700000048,0,Repair,34.9979744,33.79438019,34.81906128,0,0.073364235,13.86239052,98.1496048,10.01134968,2.103888035
46082,WTG-H,84.99285889,85,85.00375366,85,84.97496033,85,2010.553101,-3278.5,-2.243540525,7639680,42.63470078,-3.700000048,0.253510922,Repair,37.00426483,37.00317383,35.31856918,0,0,25.44422913,162.5049591,8.802124023,1.847384453
46226,WTG-H,84.992836,85,85.00375366,85,84.97492218,85,2601.737305,-3278.5,-7.627045155,7639680,42.32155609,-3.700000048,0,Repair,36.52518845,35.85442352,35.14134598,0,0,16.20691109,154.8084259,10.41820049,6.191574097
46370,WTG-H,84.99282837,85,85.00376892,85,84.97499084,85,2540.714111,-3278.5,-1.883737683,7639680,42.07389832,-3.700000048,0.521741986,Repair,36.25566483,35.77063751,34.55416107,3.107933998,0.264836937,8.790616035,155.2605591,10.04061127,2.150018454
46514,WTG-H,84.99282837,85,85.00376892,85,84.97499084,85,1661.747437,-3278.5,-1.956977248,7639680,42.0026741,-3.700000048,0,Repair,36.72369385,33.02141953,34.63208389,0,0,0.196445912,29.19904137,8.112495422,5.482462406
46658,WTG-H,84.99286652,85,85.00379181,85,84.97499084,85,6.414715767,-3278.5,-1.832701564,7639680,39.36022949,-3.700000048,0,Repair,33.38870621,33.84123611,32.1647377,0,0,44.80274963,35,0.663854778,28
46802,WTG-H,0,89,0,89,0,89,825.1578369,-3278.5,-1.182351828,7639680,38.09925842,-3.700000048,0,Repair,35.49660873,0,33.78842163,0,0,36.33258057,104.6274719,6.356653214,234.6988525
46946,WTG-H,0,89,0,89,0,89,2818.832275,-3278.5,-1.068859458,7639680,36.03135681,-3.700000048,0,Repair,33.57629013,0,33.1273613,0,0,45.88438797,87.86854553,16.49791336,251.2750854
47090,WTG-H,0,89,0,89,0,89,2777.256348,-3278.5,-1.096829295,7639680,34.80387497,-3.700000048,0,Repair,30.68192291,0,33.04666519,0,0,15.65124416,126.2657852,11.27243614,212.8110352
47234,WTG-H,0,89,0,89,0,89,2818.065186,-3278.5,-1.141091108,7639680,35.92594147,-3.700000048,0,Repair,33.6908989,0,33.32678223,0,0,47.33227158,138.0001984,12.03260517,201.0001831
47378,WTG-H,0,89,0,89,0,89,2819.427979,-3278.5,-1.192823887,7639680,36.42487335,-3.700000048,0,Repair,34.57013321,0,34.05335999,0,0,7.733808517,155.4210663,13.78754902,183.5789337
48386,WTG-H,84.9983902,84.89027405,84.99799347,84.89027405,85.00127411,84.89027405,23.52728462,-3278.5,-10.02275372,7639680,32.49252319,-3.700000048,0.006755602,Fault 2250,25.42531013,24.7512188,25.55331421,0,0.086557448,99.35823822,307.2162476,2.823274136,9.602716446
48530,WTG-H,85.02446747,85,85.00251007,85,85.00431824,85,2411.712891,-3278.5,-2.823252439,7639680,33.29030991,-3.700000048,0,Repair,30.67793465,28.99834251,27.93658829,0,0,6.236014843,125,9.627713203,1
48674,WTG-H,84.97830963,82.46788788,85.00628662,82.46788788,85.00710297,82.46788788,1203.891479,-3278.5,-8.615753174,7639680,41.61742401,-3.700000048,0.228558585,Fault 2250,36.05160904,31.95852852,31.67713737,2.347789049,0,22.71380043,69.5456543,7.222660065,9.454345703
48818,WTG-H,84.98940277,85,84.98093414,85,84.98058319,85,906.6044922,-3278.5,-2.993270636,7639680,43.15932083,-3.700000048,0.354393393,Fault 2250,37.46302032,32.92150497,33.29999924,0,0,4.567892075,132.0584412,6.556767941,0.839933395
48962,WTG-H,84.98941803,85,84.98093414,85,84.98055267,85,1788.240723,-3278.5,-3.781988621,7639680,41.9016304,-3.700000048,0,Fault 2250,37.62393951,32.95391464,33.30688477,0.709230483,0,6.441883564,122.6757813,8.346741676,4.047823429
49106,WTG-H,84.97721863,85,84.99801636,85,84.99614716,85,1526.439697,-3278.5,-9.128997803,7639680,42.16192627,-3.700000048,0,Manual Idle,37.74629593,33.96750641,33.5437088,0,0,14.02382088,135.5649414,7.854940891,7.435058594
49250,WTG-H,84.97718811,85,84.99795532,85,84.99614716,85,2688.843018,-3278.5,-4.177002907,7639680,40.78798676,-3.700000048,0.014858636,Manual Idle,36.30234528,30.8468132,32.38542557,0,0,82.28714752,303,10.65328503,0
49394,WTG-H,84.97718811,85,84.99803162,85,84.99611664,85,1469.977783,-3278.5,-3.390109539,7639680,38.04127502,-3.700000048,0.168061689,Manual Idle,32.19633484,27.05940819,30.46686172,0,0,20.81208992,168.8166504,7.671461582,4.816650391
49538,WTG-H,84.97725677,85,84.99797058,85,84.99612427,85,165.4426575,-3278.5,-1.962722301,7639680,37.014534,-3.700000048,0,Repair,30.94021988,28.064991,29.01965141,0,0,2.306134939,164.153717,3.888365269,5.187188625
49682,WTG-H,84.977211,85,84.9980011,85,84.99613953,85,503.1829224,-3278.5,-2.11247921,7639680,38.88526154,-3.700000048,0.17064926,Repair,32.42017365,32.81207275,30.5162487,0.05750091,0.00882599,3.289666414,103,5.408638477,2.678081274
49826,WTG-H,84.97724915,85,84.99800873,85,84.99617767,85,158.0961609,-3278.5,-1.709098101,7639680,39.55184174,-3.700000048,0,Repair,33.3708992,32.90105057,31.37958145,0,0,38.2855072,93.25783539,3.89942956,1.225553274
49970,WTG-H,84.977211,85,84.99799347,85,84.99610901,85,2336.790039,-3278.5,-2.230811119,7639680,36.45820999,-3.700000048,0,Repair,29.41509056,26.07938957,29.11919022,0.905524969,0,11.99720001,162.4558105,9.440873146,1.455810547
50114,WTG-H,84.97721863,85,84.9980011,85,84.99611664,85,1803.332397,-3278.5,-2.19205308,7639680,38.73738861,-3.700000048,0.261941612,Repair,33.2668457,30.851408,30.1975174,0,0,5.298461437,95.56380463,8.400403023,1.621186018
50258,WTG-H,84.97718811,85,84.99795532,85,84.99617767,85,15.0050478,-3278.5,-2.19216156,7639680,39.82172394,-3.700000048,0,Repair,34.378479,34.24414063,32.20874023,0,0,1.045013905,88.73225403,1.770939946,12.73225403
50402,WTG-H,85.00917816,85,85.0161972,85,85.01745605,85,1178.621948,-3278.5,-7.44048357,7639680,40.72013474,-3.700000048,0,Repair,33.57144928,29.95723343,30.69563103,0,0,3.817376614,67.56562042,7.138000011,0.93750602
50546,WTG-H,85.00915527,85,85.01618958,85,85.0197525,85,905.7260132,-3278.5,-7.596594334,7639680,39.39519882,-3.700000048,0,Repair,33.39645767,30.77808571,30.67160034,0,0,8.775405884,137.3121185,6.504101753,0.860103309
50690,WTG-H,84.98358917,85,84.98430634,85,84.98306274,85,18.61344528,-3278.5,-3.627964973,7639680,42.6333046,-3.700000048,0,Manual Idle,36.82570267,32.92716217,33.02126312,0,0,3.108248949,144.1170807,2.235545397,9.117080688
50834,WTG-H,85.01818848,85,85.0233078,85,85.02342987,85,2504.058594,-3278.5,-3.017642498,7639680,40.94133759,-3.700000048,0,Manual Idle,36.19683456,30.8819046,32.87042236,0,0,6.972120762,109.9520264,9.858000755,5.047973633
50978,WTG-H,85.01817322,85,85.02336884,85,85.02347565,85,1959.191162,-3278.5,-4.135286331,7639680,40.05988312,-3.700000048,0.23440218,Manual Idle,35.52183533,30.84943199,31.35540199,0.767058074,0,8.810306549,167.1375122,8.663316727,10.13751221
51122,WTG-H,85.01821136,85,85.02334595,85,85.02340698,85,2596.879639,-3278.5,-1.779213667,7639680,37.76205444,-3.700000048,0,Fault 2228,32.29019928,30.87196732,30.36698341,0,0,7.634753227,133.9164276,10.25185204,8.553025246
51266,WTG-H,85.01785278,85,84.9991684,85,85.00974274,85,2820,-3278.5,-1.715229154,7639680,30.91560936,-3.700000048,0,Repair,22.86006546,18.95580864,25.08472061,0,0,39.70677567,341.4227905,14.37589359,7.577209473
51410,WTG-H,85.01784515,85,84.99917603,85,85.009758,85,17.37799263,-3278.5,-2.428616524,7639680,28.15002251,-3.700000048,0,Repair,23.91945267,25.3148613,22.44470215,0,0,530.8221436,84.07155609,1.896367311,40.75954437
51554,WTG-H,84.97535706,85,84.97492218,85,84.98109436,85,1996.417847,-3278.5,-2.088007212,7639680,35.50896454,-3.700000048,0.009298113,Repair,29.71677589,28.25475121,26.65393639,1.008327127,0,27.04158401,170.5771332,8.693666458,9.577133179
51698,WTG-H,91.99996948,89,91.99999237,89,91.99996948,89,2817.689209,-3278.5,-1.338418722,7639680,37.30492783,-3.700000048,0,Repair,29.62698555,31.13137245,30.15822411,0,0,86.62457275,149.3822021,13.68960667,144.6913757
51842,WTG-H,90.37676239,89,90.30143738,89,90.4484787,89,2573.880371,-3278.5,-1.545755506,7639680,36.52882767,-3.700000048,0,Repair,31.19299889,28.7294445,29.40306854,0,0,23.81561279,164,10.06344986,23
52130,WTG-H,85.00535583,85,85.0091629,85,85.01037598,85,2819.895264,-3278.5,-2.245720863,7639680,34.37859344,-3.700000048,0.41743806,Repair,31.48043633,29.88167191,29.30393982,0,0,9.530518532,156.2854614,15.25485134,8.714538574
52274,WTG-H,91.99996948,89,91.99999237,89,91.99996948,89,2817.306885,-3278.5,-1.553010225,7639680,37.89553452,-3.700000048,0,Repair,33.87956238,30.953022,31.4134388,0,0,85.61899567,175.1437378,12.41700268,5.691852093
52418,WTG-H,91.99996948,89,91.99999237,89,91.99996948,89,2780.337158,-3278.5,-1.503039718,7639680,39.11024475,-3.700000048,0,Repair,33.64809418,31.79010773,31.52375793,0,0,24.47706604,181.423233,11.3274498,12.42323303
2,WTG-I,7.377841473,7.358959675,7.435473442,7.427313805,7.693217754,7.67895031,2748.719971,-3278.5,2139.410645,1455591,68.09999847,-3.700000048,13.43014336,OnLine,43.92472076,34.78348541,53.36220551,89.30648041,7.969892502,114.4619598,151.3246613,11.18917561,8.162734985
146,WTG-I,7.877177238,7.71492815,9.425115585,9.325576782,8.295289993,8.710433006,2797.601807,-3278.5,1896.568237,1498762,67.56793213,-3.700000048,13.37209606,OnLine,39.86088181,30.94398689,54.1868782,88.92048645,7.664093018,139.7940369,12.08264923,11.58042431,8.283773422
290,WTG-I,0.708860695,0.71411711,0.783358157,0.782471478,1.031293392,1.034107804,466.0997009,-3278.5,524.793335,1535907,62.60194016,-3.700000048,8.680403709,OnLine,32.54854965,27.0082016,45.51998901,57.72211838,10.96018696,73.91461945,22.78731537,5.208652973,7.427128792
434,WTG-I,4.754364014,4.729466438,4.819297314,4.797821045,5.074244976,5.04945755,734.0010986,-3278.5,710.0981445,1540694,62.63279724,-3.700000048,10.04546165,OnLine,35.61621857,27.98881912,39.15999222,66.79935455,11.18747902,18.63209152,141.725296,5.970674515,2.274291992
578,WTG-I,8.640723228,8.645607948,8.709581375,8.713962555,8.95936203,8.96559906,2815.180908,-3278.5,2152.046875,1575807,67.47620392,-3.700000048,13.46433353,OnLine,38.96824646,28.89220619,50.6137085,89.53383636,7.4581604,66.42234802,168,12.00536919,0.796783447
722,WTG-I,5.927781582,5.954805374,6.001637936,6.023159504,6.250668049,6.274796009,2228.831055,-3278.5,2016.78479,1610934,67.50814056,-3.700000048,13.41286755,OnLine,38.4799614,28.8431282,50.22946167,89.19160461,9.70771122,72.93209839,38.06787872,9.186741829,1.082595825
866,WTG-I,7.938013554,7.686892986,10.78913593,10.49713993,9.236722946,9.81270504,2819.164551,-3278.5,1523.623779,1637023,67.13261414,-3.700000048,13.489007,OnLine,40.22551346,30.8780365,49.56555557,89.69790649,7.384513378,77.53635406,172.6342468,12.16463852,0.296661377
1010,WTG-I,10.80138588,10.77487373,10.86924648,10.84322834,11.11619186,11.09486389,2795.054199,-3278.5,1294.430664,1677156,66.71799469,-3.700000048,13.09130955,OnLine,40.73519516,32.09738159,53.85705185,87.0533371,7.555142403,85.47528076,178.2540436,11.53047276,5.068557739
1154,WTG-I,4.448818684,4.396204948,4.516152382,4.464559555,4.768253803,4.71619606,2266.145752,-3278.5,1972.025269,1721317,68.13989258,-3.700000048,13.38841534,OnLine,42.56632996,32.8175621,54.53317642,89.02900696,9.71423912,101.8245316,174.9398651,9.201927185,5.235610962
1298,WTG-I,-0.993511438,-0.732134283,-0.91276592,-0.663779914,-0.669983864,-0.412143528,769.8449707,-3278.5,667.8814697,1750755,60.21861649,-3.700000048,8.860962868,OnLine,40.96577835,32.81202316,51.85161209,58.9227829,9.619973183,42.75461578,148.9549255,6.124664783,8.760131836
1442,WTG-I,0.726092577,0.740033209,0.801410317,0.808387578,1.045001388,1.060023904,2501.791504,-3278.5,2283.129883,1787898,67.71543121,-3.700000048,13.40522957,OnLine,39.87539291,30.84218788,52.43709183,89.14081573,9.049286842,88.35136414,125.1261749,9.856287003,6.958206177
1586,WTG-I,1.276439548,3.481331587,1.348198295,3.292062044,1.609753609,4.512247562,44.89570618,-3278.5,19.33115578,1804655,57.36711884,-3.700000048,7.461616993,OnLine,30.4957943,24.13884544,40.50984573,49.61754608,15.92416668,30.56836128,26.84629059,3.117734909,0.696231842
1730,WTG-I,80.62721252,80.35205841,80.6044693,80.35205841,80.61503601,80.35205841,0.622046053,-3278.5,-13.64519787,1806343,39.69092941,-3.700000048,0,Weather Outage,29.74358368,26.33687782,31.28778839,0,0,3.817376614,39.51481628,0.069116227,31.28677368
1874,WTG-I,64.97210693,64.75827026,64.97904205,64.76776886,64.98312378,64.802742,22.84693909,-3278.5,-15.2166481,1810600,58.95665359,-3.700000048,0.104702145,OK,31.2140255,25.31141472,38.98284531,0.696238339,0.226054937,27.64587212,49,2.538548708,20.24834824
2018,WTG-I,85.00748444,85,83.95157623,85,82.31015015,85,12.5633812,-3278.5,-18.36548805,1818892,48.6888504,-3.700000048,0,Weather Outage,34.45828247,28.85834885,37.67295456,0,0,0.832328975,142.2123413,1.395931244,62.70955658
2162,WTG-I,0.630441785,0.633819461,0.687784374,0.702173829,0.94367516,0.953810215,2375.676758,-3278.5,2191.510498,1824926,67.19999695,-3.700000048,13.33098221,OnLine,39.45272446,29.68665695,46.30417252,88.64709473,9.349953651,59.5659523,133.4206085,9.484952927,3.155929565
2306,WTG-I,-0.976833642,-1.413735628,-0.886092067,-0.66457653,-0.658404052,-0.484530866,592.0056763,-3278.5,733.5894165,1831004,61.04063034,-3.700000048,9.21231842,OnLine,36.40269852,29.90623283,44.23516846,61.25919342,10.80574226,93.22312164,85.03730011,5.604903221,10.96269989
2450,WTG-I,0.518262804,0.527975738,0.575023592,0.596330106,0.829402745,0.847966492,2331.990479,-3278.5,2153.987061,1841476,65.29667664,-3.700000048,13.2244482,OnLine,36.47307587,27.08511734,44.33734894,86.85037994,9.374392509,137.9862213,136.3265686,9.372068405,2.563323736
2594,WTG-I,0.431215972,0.631750822,0.503355801,0.70010519,0.75215441,0.951741576,2352.253418,-3278.5,2287.651123,1878400,67.91056824,-3.700000048,13.38819027,OnLine,41.29949188,30.94777489,51.63383102,89.90519714,9.459636688,199.6489868,146.6917572,9.465044975,1.308242798
2738,WTG-I,6.413630486,6.414386749,6.482568741,6.482740879,6.734415531,6.734377384,2571.124512,-3278.5,2432.551025,1917552,68.23635864,-3.700000048,13.52791023,OnLine,44.00092316,32.96455765,53.05370331,88.03344727,8.902796745,90.17982483,186.6296539,10.13246346,0.79386127
2882,WTG-I,8.91439724,9.048456192,8.994635582,9.116809845,9.238815308,9.36844635,2819.859863,-3278.5,2411.172363,1972779,68.31159973,-3.700000048,13.42217731,OnLine,43.15042114,32.82375717,54.85216904,89.75171661,6.529941559,90.54265594,174.7823181,13.66415215,0.58703202
3026,WTG-I,16.04567337,16.24915695,16.88039207,16.49367332,19.08011055,19.10116577,2820,-3278.5,2203.584961,2014951,66.72053528,-3.700000048,13.59136581,OnLine,30.47904587,19.98357773,46.81612778,89.64557648,4.721969604,227.4233398,7.814973831,19.21804047,4.407475948
3170,WTG-I,2.46750927,2.985713005,2.54061079,3.054067373,2.797353268,3.305703878,2103.447021,-3278.5,2787.36792,2043198,67.26286316,-3.700000048,13.45606518,OnLine,36.80187607,25.09963799,44.67394257,89.15942383,10.0938673,102.8458786,139,8.873054504,5
3314,WTG-I,12.92090702,13.02442932,12.11993408,12.10001755,13.32697487,13.11931896,2820,-3278.5,2467.491699,2102457,67.40624237,-3.700000048,13.43414116,OnLine,37.41676331,26.0921402,47.86665344,89.99356842,5.735460758,144.6626892,145.4664612,15.8373127,7.210245609
3458,WTG-I,1.005998611,1.280341268,1.071776986,1.348695636,1.339903712,1.600332022,124.9795151,-3278.5,127.520668,2119927,59.89780426,-3.700000048,7.49245882,OnLine,31.81479263,24.36228943,40.86675644,50.67743683,13.64646721,34.54251862,163.1978912,3.64460206,3.04071188
3602,WTG-I,1.498230457,1.264824986,1.581585526,1.333179355,1.833216429,1.584815741,112.0875015,-3278.5,101.3510742,2126258,56.82588196,-3.700000048,7.459427357,OnLine,30.62870407,21.14661026,39.83237457,51.69471741,14.0071125,19.4686203,18.34940338,3.559786081,6.349403381
3746,WTG-I,-0.962337255,-0.513049424,-0.919626832,-0.444695026,-0.646486998,-0.193058655,528.852356,-3278.5,403.0828857,2169438,59.16357422,-3.700000048,7.498296261,OnLine,28.8770771,18.94112206,41.54462051,52.49672699,9.19513607,38.00424194,-3,5.409783363,4.767745495
3890,WTG-I,-0.998216927,-0.983482361,-0.91160208,-0.942906857,-0.695858538,-0.696676314,1302.344604,-3278.5,1347.639404,2184565,60.84724045,-3.700000048,10.95915508,OnLine,31.72925186,20.01085663,40.94239807,71.80952454,9.974124908,70.7352066,206.4385834,7.30627203,4.561416626
4034,WTG-I,7.266191006,7.7987957,7.301793098,6.988322258,9.930490494,9.858527184,2803.358887,-3278.5,2483.838379,2213680,64.20693207,-3.700000048,13.45779228,OnLine,34.09998322,23.87263489,46.0553894,87.6749115,7.226149082,83.83298492,179.8916626,12.40081215,4.975582123
4178,WTG-I,5.473816872,5.556832314,5.552146435,5.625495911,5.796359539,5.877422333,2529.502197,-3278.5,2676.163086,2258109,67.12834167,-3.700000048,13.44700813,OnLine,34.77271652,22.96502113,46.61402512,89.23654175,8.994223595,84.28093719,159.2092133,9.938415527,0.751471758
4322,WTG-I,10.1535244,9.5654459,10.79569244,10.98396206,8.49770546,8.630163193,2820,-3278.5,2575.065918,2300821,67.59999847,-3.700000048,13.31403255,OnLine,37.76539612,25.75259399,47.47107315,89.52643585,5.911601543,148.4567413,170.0166321,14.96187592,2.980621338
4466,WTG-I,0.02626724,0.173516467,0.087360084,0.241870835,0.350434273,0.493507206,352.5062256,-3278.5,316.8608398,2330935,60.60889816,-3.700000048,7.489462852,OnLine,29.7731781,22.0285759,41.0479393,50.17188644,10.41533661,23.7261219,348,4.781559467,5
4610,WTG-I,-0.962504864,-0.82588315,-0.887380302,-0.757528782,-0.648937404,-0.505892396,369.3927917,-3278.5,485.4682312,2333603,61.66969681,-3.700000048,7.928824425,OnLine,31.38654518,21.89369202,37.73049927,54.78780746,10.85164928,51.04724121,134,4.851487637,6
4754,WTG-I,1.018761992,0.947009325,1.103664398,1.015363693,1.348700166,1.267000079,2544.397461,-3278.5,2395.112305,2360683,67.61582947,-3.700000048,13.48779488,OnLine,36.7281456,25.73475647,47.11314011,88.32176208,8.98968792,154.724762,138.8899536,9.9262743,18.11004639
4898,WTG-I,11.69647503,11.72796345,11.76783657,11.7951622,12.01678371,12.04718018,2819.94873,-3278.5,2786.291016,2420984,68.25257111,-3.700000048,13.50730991,OnLine,42.43889618,29.08637428,51.56480408,89.28079224,5.139726639,152.5811462,188.2266541,17.62090874,10.22665405
5042,WTG-I,6.231676579,6.189095497,6.229982376,6.257450104,6.549287319,6.509086609,13.73345089,-3278.5,-20.3753891,2463302,56.02095413,-3.700000048,3.649629593,RunUp,31.11922264,27.94826126,42.05701828,24.46983337,15.75766754,28.10271835,244.0442505,1.538308024,11.95574951
5186,WTG-I,0.098205008,0.008508699,0.443570077,0.465226978,0.231105328,0.273857623,1435.52124,-3278.5,1932.224121,2476381,60.53173065,-3.700000048,12.55488396,OnLine,28.37948418,18.14654732,41.03735352,82.25694275,11.10553074,166.5683746,94.31411743,7.564079285,5.685882568
5330,WTG-I,8.512745857,8.388772964,8.575302124,8.457127571,8.829603195,8.708764076,2820,-3278.5,2781.436035,2532650,67.86532593,-3.700000048,13.3881321,OnLine,38.35892105,26.92450714,47.93070984,89.52720642,5.472722054,102.3353729,159,16.26864433,0.201610491
5474,WTG-I,7.558417797,7.429792404,7.430936337,7.327569485,7.553529739,7.463547707,2295.838867,-3278.5,2850.963379,2592913,66.91671753,-3.700000048,13.30851841,OnLine,29.89073372,17.88928795,43.42312622,88.35853577,9.150707245,194.6806335,317.2678528,9.595612526,16.82955933
5618,WTG-I,8.870850563,8.763002396,11.05819988,10.70576572,10.86810493,11.08693314,2819.563232,-3278.5,2801.837402,2659243,67,-3.700000048,13.50330639,OnLine,31.51198006,19.03244781,44.9437561,90.02643585,5.835890293,140.6009521,320.0039978,15.65113735,0.003997803
5762,WTG-I,0.50343734,0.252754003,0.579045653,0.321108371,0.84319222,0.572744787,436.9018555,-3278.5,213.9858398,2695474,61.40261459,-3.700000048,7.476221561,OnLine,29.66100502,18.88180351,39.28083038,49.47964478,9.879398346,64.94333649,22.32320023,5.063941956,2.77498126
5906,WTG-I,1.542296171,1.269803762,1.603482366,1.338158131,1.870070457,1.589794517,103.6328354,-3278.5,103.5086594,2701800,58.24862289,-3.700000048,7.472074509,OnLine,31.59580421,22.81380081,39.35472107,51.84636688,14.27126598,19.08475685,201.4518127,3.504163504,0.548187256
6050,WTG-I,0.014348309,0.015480176,0.079289958,0.083834544,0.335719377,0.335470885,1442.880737,-3278.5,2129.69458,2743957,61.03226852,-3.700000048,12.80412674,OnLine,26.93583679,15.98246288,44.67174149,87.53949738,11.25628471,132.972702,59.69680786,7.574715137,1.30739975
9362,WTG-I,27.32448959,27.27925682,27.39688492,27.34761047,27.65128136,27.59924698,2820,-3278.5,-17.88254929,2772292,54.95880508,-3.700000048,7.529130459,RunUp,32.96486282,19.7316227,34.74213409,49.87984848,3.178422451,151.9947205,181.5289307,14.94884682,4.023725033
9506,WTG-I,84.99985504,85,84.99958801,85,85.00000763,85,2819.958252,-3278.5,-14.98285866,2811523,54.34070969,-3.700000048,0,External Curtailment,28.74939156,16.91439056,42.79260635,1.861693501,0,31.62353134,350.0717468,12.82654381,0.160308838
9650,WTG-I,1.275665879,1.275091529,1.345858693,1.343445897,1.597540021,1.595082283,115.4552002,-3278.5,-10.48915672,2827964,46.16254807,-3.700000048,7.450255394,OnLine,17.11748886,11.0068779,27.88436699,51.25404739,13.83230495,85.52082825,181.8505554,3.581942081,0.411194652
9794,WTG-I,6.732329845,6.699021816,6.754657745,6.767376423,7.052492142,7.019012928,2797.695801,-3278.5,2835.279053,2870725,63.95691299,-3.700000048,13.46129894,OnLine,29.92035103,17.00069809,44.79841614,89.05489349,7.448208809,39.19739914,189.529129,12.10503292,3.470870972
9938,WTG-I,4.276010513,4.334494591,4.34064579,4.402849197,4.58774662,4.654485226,2664.041016,-3278.5,2832.825195,2907880,65.84979248,-3.700000048,13.36410522,OnLine,32.97937775,19.96074295,47.02761459,90.46340179,8.461798668,98.79021454,12.47957039,10.51789188,8.520429611
