,turbine,date & time,op time,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,down time,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
19874,WTG-F,04-Feb-22 23:10:00,10039764,0.607760131,0.558462799,0.717894793,0.675207138,0.09965013,0.057329264,551933,1834.340088,-3278.5,2107.867188,3189001,62.37490845,-3.700000048,12.79787731,OnLine,19.16222191,3.284886122,31.89167786,84.41684723,10.27544212,138.9286194,259,8.32636261,2.200758219
20018,WTG-F,05-Feb-22 23:10:00,10126365,9.841587067,9.763480186,8.130870819,8.436203003,7.704846859,7.387689114,551933,2820,-3278.5,2844.243408,3235206,61.72800827,-3.700000048,13.54614449,OnLine,23.1729908,6.956326962,40.49887848,88.4133606,6.718832493,176.0788727,165,13.42818737,3.464221478
20162,WTG-F,06-Feb-22 23:10:00,10211978,5.042024612,5.10368681,5.156262875,5.220431328,4.535115719,4.602553368,551933,2670.193848,-3278.5,2835.64624,3265326,62.84118271,-3.700000048,13.5368042,OnLine,24.82453728,9.75860405,38.1090889,88.06629181,8.488985062,98.00675964,348,10.49323177,0
20306,WTG-F,07-Feb-22 23:10:00,10298575,-0.742007971,-1.603091478,-0.634536266,-1.535986185,-1.226346731,0.541140139,552007,1226.524902,-3278.5,1603.206909,3284395,63.17528534,-3.700000048,11.52346706,OnLine,28.48257256,15.36486626,39.18719864,76.3379364,10.76454353,84.17581177,234,7.14955759,1
20450,WTG-F,08-Feb-22 23:10:00,10382159,-0.704234421,-0.40250966,-0.599021971,-0.28576532,-1.207801223,-0.903643191,552007,510.9299316,-3278.5,516.1344604,3316523,62.27023697,-3.700000048,8.019601822,OnLine,28.80615997,16.98425293,40.53748703,53.42851257,10.03744411,76.05599213,348,5.34562254,21
20594,WTG-F,09-Feb-22 23:10:00,10468157,0.770581186,0.985203564,0.889223635,1.101947904,0.26075092,0.484070063,552007,310.5551453,-3278.5,188.2050171,3347997,59.63485336,-3.700000048,7.469989777,OnLine,27.66586685,17.25937653,39.43514633,49.58296204,10.862257,29.47248268,48,4.592590809,0
20738,WTG-F,10-Feb-22 23:10:00,10528576,-0.747472346,-0.719760358,-0.625824869,-0.603887737,-1.22937727,-1.215977669,552007,1166.506104,-3278.5,949.6166382,3357984,61.663311,-3.700000048,9.780757904,OnLine,28.17501259,17.00118065,37.33593369,66.15248871,9.240781784,117.2520981,187,7.052339554,0
20882,WTG-F,11-Feb-22 23:10:00,10614204,14.89500904,15.11233902,14.07798576,13.95432568,15.23326111,14.91280556,552007,2820,-3278.5,2857.806396,3417244,65.81910706,-3.700000048,13.60690308,OnLine,30.94421387,12.97930241,43.03845215,89.69983673,4.579384804,217.3518982,7,19.81268311,2
21026,WTG-F,12-Feb-22 23:10:00,10693758,3.228074312,3.662247896,2.485509872,2.227431536,4.554166317,4.321598053,552007,2254.602051,-3278.5,2561.437256,3452763,63.41418839,-3.700000048,13.48447132,OnLine,20.35333061,5.297107697,34.66440201,89.16722107,9.77319622,177.9932861,185,9.17209816,0
21170,WTG-F,13-Feb-22 23:10:00,10769289,8.875308037,8.846544266,8.986170769,8.963288307,8.373421669,8.345411301,552007,2474.297363,-3278.5,969.0443115,3486992,61.26327896,-3.700000048,12.58384514,OnLine,26.94513893,12.80282879,38.82920074,86.1207962,8.594244003,68.9608078,167,9.739787102,2
21314,WTG-F,14-Feb-22 23:10:00,10832208,-0.705517054,-0.702046216,-0.57778424,-0.585301876,-1.201353192,-1.20320785,552007,1323.928467,-3278.5,1502.56665,3508401,64.69999695,-3.700000048,11.23164654,OnLine,30.90986633,17.03581429,41.87795639,73.35387421,10.218297,137.7544556,102,7.319447041,11
21458,WTG-F,15-Feb-22 23:10:00,10902698,18.23731232,18.45609474,17.19179916,17.5399437,17.08377647,17.04178238,552007,2820,-3278.5,2735.650146,3552621,68.13604736,-3.700000048,13.61273003,OnLine,48.76917267,19.90628815,43.24211884,89.48139954,4.70783329,257.4932251,161,18.95353699,1
21602,WTG-F,16-Feb-22 23:10:00,10988309,11.52351856,11.36002064,13.24023533,13.11803532,11.45074654,11.7686882,552007,2817.824707,-3278.5,1865.290527,3608904,64.51522827,-3.700000048,13.45427608,OnLine,37.99289703,16.14529037,44.49734879,89.77224731,6.033183098,152.7854919,8,14.91431236,5.521438599
21746,WTG-F,17-Feb-22 23:10:00,11048765,84.99222565,83.69596863,84.98332214,83.69596863,85.00996399,83.69596863,552007,8.816315651,-3278.5,-17.47709084,3643086,40.37518692,-3.700000048,0,Weather Outage,13.37671566,2.752395391,21.22881889,1.151618361,0,14.31730938,38,0.885890365,314
21890,WTG-F,18-Feb-22 23:10:00,11107940,0.131966546,0.140095562,0.242713049,0.256839901,-0.302172214,-0.36103797,553540,1357.030518,-3278.5,2034.615967,3661822,60.1868515,-3.700000048,12.54389095,OnLine,33.44302368,10.92405891,38.60700226,85.35686493,11.27976513,109.5190353,218,7.406695843,4
22034,WTG-F,19-Feb-22 23:10:00,11166338,85.0079422,82.61095428,85.01147461,82.61095428,85.00846863,82.61095428,554190,2820,-3278.5,-16.84538078,3692280,44.70965958,-3.700000048,0.563509941,External Curtailment,29.02781868,13.92438412,28.30623627,3.900308847,0.250304759,17.83527756,171,15.15204334,3
22178,WTG-F,20-Feb-22 23:10:00,11216984,8.879291534,8.593249321,7.414465427,7.803098679,6.030866623,5.76268959,554190,2795.247803,-3278.5,2417.824951,3720726,64.66424561,-3.700000048,13.44942474,OnLine,38.96182251,18.96286392,44.40000153,88.84747314,7.698921204,87.75032043,148,11.61720657,4
22322,WTG-F,21-Feb-22 23:10:00,11284463,10.12684727,10.13189507,10.24297142,10.24864006,9.625621796,9.6307621,554190,2820,-3278.5,2795.306152,3765261,66.42273712,-3.700000048,13.43644524,OnLine,40.62664795,19.09348488,47.25722122,88.60810852,6.008598328,105.2536087,339,14.8874836,9
22466,WTG-F,22-Feb-22 23:10:00,11371086,8.590578079,8.648321152,8.702362061,8.672535896,8.110645294,8.131742477,554190,2793.652588,-3278.5,2339.159912,3822535,59.61290359,-3.700000048,13.62134838,OnLine,15.46878433,-2.289354563,33.50294876,88.17728424,7.47708559,162.2145538,352,12.13903332,3.774526596
22610,WTG-F,23-Feb-22 23:10:00,11457726,-0.712858319,-0.29059267,-0.61051631,-0.173848331,-1.207597971,-0.791563869,554190,863.6975098,-3278.5,629.4084473,3865698,60.00953674,-3.700000048,8.29552269,OnLine,11.90816116,-3.806582928,25.06369591,55.43173981,8.683205605,59.61803436,59,6.354026318,2.232325077
22754,WTG-F,24-Feb-22 23:10:00,11541295,-0.455677986,-0.739167273,-0.637331069,-0.636953175,-0.850627124,-1.177010179,554190,2111.59668,-3278.5,1737.631226,3877726,62.44675827,-3.700000048,11.57705116,OnLine,13.56059074,-3.024475336,27.34663773,76.64985657,8.699007034,33.18886948,27,8.854469299,6
22898,WTG-F,25-Feb-22 23:10:00,11620872,-0.323738217,-0.289053261,-0.174917892,-0.186839178,-1.20445621,-0.726896226,554190,518.6376953,-3278.5,452.4929199,3888184,58.55504227,-3.700000048,7.50138855,OnLine,13.34455109,0.100424066,24.65001297,50.05743027,9.324110031,27.78318787,70,5.377043724,2
23042,WTG-F,26-Feb-22 23:10:00,11674235,4.656433582,4.641342163,4.761902809,4.743556023,4.220009804,4.203499317,554190,11.66948223,-3278.5,-21.45027161,3892987,42.95674133,-3.700000048,3.728293419,RunUp,17.55026436,9.245764732,20.25332069,23.73942947,19.13263702,77.16693878,353,1.296609163,10
23186,WTG-F,27-Feb-22 23:10:00,11741840,-0.728714764,-0.315635532,-0.627228498,-0.218487859,-1.192336082,-0.751839995,554190,967.8018799,-3278.5,1373.107544,3908476,62.7605896,-3.700000048,10.96757317,OnLine,28.09999847,13.77591801,35.71868896,73.04374695,11.05309582,56.54057693,199,6.599533558,1
23330,WTG-F,28-Feb-22 23:10:00,11822385,7.075764179,7.053816319,7.179563522,7.156030655,6.641790867,6.615973473,554190,2787.063721,-3278.5,2826.994141,3932937,66.2943573,-3.700000048,13.47059536,OnLine,39.13451385,18.14454269,44.21235275,88.3879776,7.859701633,66.05407715,213,11.39972973,2.366063118
23474,WTG-F,01-Mar-22 23:10:00,11893891,9.254262924,9.355843544,9.355297089,9.458057404,8.812560081,8.918000221,554269,2819.0354,-3278.5,2518.079102,3954308,67.97386169,-3.700000048,13.44599915,OnLine,43.80131531,23.16574478,45.15036011,88.61985779,7.413022041,64.97637177,214,12.0572319,1.767961621
23618,WTG-F,02-Mar-22 23:10:00,11971451,2.848679066,2.915856123,2.955210924,3.018070221,2.411909342,2.478013039,554456,2795.245361,-3278.5,2707.246826,3978808,66.23788452,-3.700000048,13.41782284,OnLine,42.21118546,23.9521637,48.11835861,87.58611298,7.734678268,74.25634003,191,11.53422451,0
23762,WTG-F,03-Mar-22 23:10:00,12043944,85.01321411,76.22830963,84.98612213,76.22830963,84.98925781,76.22830963,554456,2820,-3278.5,-18.70484352,4007045,55.08717728,-3.700000048,0.493625969,External Curtailment,40.18078613,26.04133415,44.55056381,0.792473614,0.27593106,18.7321949,173,12.09777546,14.27831173
23906,WTG-F,04-Mar-22 23:10:00,12095833,18.3946476,18.36585236,18.5045681,18.46806717,17.96826553,17.92801094,554456,2820,-3278.5,905.0337524,4030041,53.91745377,-3.700000048,11.50950813,OnLine,34.48036957,21.13006783,37.99552155,76.07455444,5.106870174,134.7341309,174,15.03805256,1
24050,WTG-F,05-Mar-22 23:10:00,12164310,0.536007106,0.495163292,0.639864266,0.59737736,0.102531493,0.057320353,554456,1994.079712,-3278.5,2085.136475,4062167,60.47333145,-3.700000048,12.68773842,OnLine,29.32102203,16.01588631,46.63712692,86.13532257,9.752851486,93.77376556,336,8.643536568,16
24194,WTG-F,06-Mar-22 23:10:00,12249935,-0.570512772,-0.62896502,-0.470798045,-0.526750863,-1.007940292,-1.066807866,554456,2045.149414,-3278.5,1786.869141,4106346,59.94086075,-3.700000048,11.86680031,OnLine,18.51976776,2.374000549,36.78012085,80.49196625,9.1537714,83.26265717,318,8.72790432,0
24338,WTG-F,07-Mar-22 23:10:00,12283459,1.387448072,1.392536402,1.490549088,1.4947505,0.953682005,0.954693437,556966,88.30784607,Bad,52.79967117,Bad,40.20463943,Bad,7.482872009,OnLine,13.69344139,2.976683378,17.8826561,50.74357224,14.54000759,9.328269958,47,3.403341055,1
24482,WTG-F,08-Mar-22 23:10:00,12320924,1.749525428,1.758332849,1.850185394,1.860546947,1.313678503,1.320489883,557781,24.19216347,-3278.5,5.634538174,4124231,40.46372604,-3.700000048,7.491313934,OnLine,18.06161499,9.820754051,20.08501244,50.88645935,17.97654915,17.53267479,133,2.774532795,5
28802,WTG-F,08-Apr-22 00:10:00,14710209,84.98522949,85,85.01600647,85,85.02581787,85,605576,2372.09668,-3278.5,-1.669684649,5325699,34.62632751,-3.700000048,0.011962881,Fault 1222,21.61576653,14.88340282,22.82121468,0.029932953,0.018560978,7.634753227,4,9.424990654,291.2097778
28946,WTG-F,09-Apr-22 00:10:00,14711599,84.98725891,85,85.00862122,85,85.02431488,85,650201,26.88792992,-3278.5,-1.648481011,5326369,24.71705437,-3.700000048,0,Repair,17.76575661,15.5949955,15.44294071,1.991352677,0,3.817376614,27,2.644886732,297
29090,WTG-F,10-Apr-22 00:10:00,14711599,84.98723602,85,85.0085907,85,85.02430725,85,650201,2820,-3278.5,-1.751059175,5326369,24.3477726,-3.700000048,0,Repair,24.31216621,25.7621994,21.76659966,0.037439801,0,71.08358002,169,18.32352066,155
29234,WTG-F,11-Apr-22 00:10:00,14711599,84.98727417,85,85.00862122,85,85.02427673,85,650201,2775.587891,-3278.5,-1.755099058,5326369,25.0814476,-3.700000048,0.24977167,Repair,23.28241158,24.05579376,21.83678246,1.28542316,0,11.45212936,37,11.21459007,293
29378,WTG-F,12-Apr-22 00:10:00,14711599,84.98725891,85,85.00858307,85,85.02431488,85,650201,2818.920898,-3278.5,-1.64500308,5326369,20.98985481,-3.700000048,0.183665544,Repair,18.30615425,20.87446785,18.66807175,2.782630205,0,33.72850037,102,18.17282677,223.2035828
29522,WTG-F,13-Apr-22 00:10:00,14711599,85.01769257,85,85.01595306,85,85.01532745,85,650201,2820,-3278.5,-1.765984297,5326369,26.25869942,-3.700000048,0.123336658,Repair,24.66275215,26.89455032,24.29722977,0.649037063,0,77.33737183,175,20.99535561,152
29666,WTG-F,14-Apr-22 00:10:00,14744823,-0.725708067,-0.736738324,-0.624931395,-0.634524226,-1.15974915,-1.174581051,650569,622.8435669,-3278.5,709.7105103,5335393,63.19832611,-3.700000048,8.869986534,OnLine,28.13439751,13.78069019,33.27701569,61.44033813,10.42206287,15.65124416,61,5.658885956,1
29810,WTG-F,15-Apr-22 00:10:00,14828407,10.50047684,11.28299904,9.103536606,8.968647957,12.121521,11.83826828,650569,2819.952637,-3278.5,2808.948486,5360491,68.92816162,-3.700000048,13.4120512,OnLine,56.43348312,19.97429657,46.73148346,89.90357971,5.620685577,122.2125168,147,15.95961189,0.257827699
29954,WTG-F,16-Apr-22 00:10:00,14912997,10.86628819,10.83173943,10.99229908,10.93395329,10.45095348,10.3938961,650569,2820,-3278.5,2070.730469,5412725,67.4908905,-3.700000048,13.53404427,OnLine,33.92953873,21.07478142,47.73949051,90.03668213,6.353414059,190.6390686,33,14.04898262,1.751958132
30098,WTG-F,17-Apr-22 00:10:00,14999600,-0.730238199,-0.640657187,-0.625231504,-0.538443089,-1.172084212,-1.078500152,650569,917.5332642,-3278.5,1473.910889,5464973,64.09333801,-3.700000048,11.23010921,OnLine,27.65076065,14.75876617,40.97569656,72.67944336,11.53227234,61.34824753,69,6.426513195,6
30242,WTG-F,18-Apr-22 00:10:00,15081133,-0.737959325,-0.738743424,-0.339391977,-0.636529326,-1.172646761,-1.17658639,650569,1460.124878,-3278.5,1560.682983,5482020,60.16186905,-3.700000048,11.37057781,OnLine,29.85053253,14.77149391,42.58335495,76.25986481,10.00024509,69.47793579,67,7.552023888,0.451898217
30386,WTG-F,19-Apr-22 00:10:00,15167733,-0.70849371,-0.739221573,-0.608750522,-0.637007475,-1.146065831,-1.177064538,650569,1692.355347,-3278.5,1489.365723,5507100,61.46081924,-3.700000048,11.26757908,OnLine,29.17652321,15.77438354,40.58954239,74.43408966,9.414867401,53.37778091,76,7.995744705,5
30530,WTG-F,20-Apr-22 00:10:00,15254325,11.14986324,11.08014965,11.78868103,11.70136452,10.80311203,10.87667084,650569,2819.539307,-3278.5,2854.475586,5565373,68.88140106,-3.700000048,13.54594517,OnLine,39.89940262,19.69501495,45.88267899,89.15840149,6.352358818,179.4228363,153,14.16044044,1
30674,WTG-F,21-Apr-22 00:10:00,15339917,6.638065338,6.563294411,6.741016865,6.665508747,6.196441174,6.125451565,650569,2809.705078,-3278.5,2844.448975,5620628,69.77648163,-3.700000048,13.49210262,OnLine,41.30327225,27.78112411,50.88451004,89.06250763,6.841194153,94.2891922,20,13.16315651,5.84642458
30818,WTG-F,22-Apr-22 00:10:00,15425511,10.84199715,10.95750904,10.6299963,10.79490662,10.16145706,10.30171871,650569,2819.799316,-3278.5,2804.769287,5672865,69.44638062,-3.700000048,13.26256084,OnLine,46.49002457,28.01055145,50.59889603,88.47599792,6.907216549,185.9563904,161,12.79253769,4
30962,WTG-F,23-Apr-22 00:10:00,15512120,14.60374832,14.7362175,14.93561649,14.96641254,14.50690079,14.61919785,650569,2820,-3278.5,2880.935791,5739206,69.54489136,-3.700000048,13.27978802,OnLine,47.08046341,27.87674141,49.00497055,88.78179932,5.380123138,184.9016418,160,16.39736748,3
31106,WTG-F,24-Apr-22 00:10:00,15598722,-0.748472691,-0.596402168,-0.6454193,-0.49418807,-1.186695457,-1.034245133,650569,1085.639526,-3278.5,889.3245239,5802523,61.0174408,-3.700000048,9.642192841,OnLine,38.54909515,26.91337585,50.77059174,62.31592178,9.2239151,113.6352692,171,6.922449589,6
31250,WTG-F,25-Apr-22 00:10:00,15684331,-0.75573796,-0.745353281,-0.655438304,-0.641724706,-1.198211074,-1.171972752,650569,1763.712646,-3278.5,1443.478394,5840668,60.58624268,-3.700000048,11.20014477,OnLine,33.50234985,21.77915382,46.00538635,73.65791321,9.093015671,52.02651215,21,8.191833496,3
31394,WTG-F,26-Apr-22 00:10:00,15770910,-0.725122392,-0.732483923,-0.623963356,-0.630269825,-1.158913136,-1.170326829,650569,912.0900879,-3278.5,729.0317383,5880831,61.70491791,-3.700000048,9.009813309,OnLine,29.47583008,18.02560997,40.3669548,62.49904251,9.363512039,60.50472641,47,6.414000034,0.911454558
31538,WTG-F,27-Apr-22 00:10:00,15855466,20.72615242,20.65108109,20.83049202,20.7532959,20.28900719,20.21323967,650569,2408.88623,-3278.5,110.2804565,5896870,57.35330582,-3.700000048,7.730314732,OnLine,32.40518188,21.77121162,43.51314545,52.63395309,5.355796814,76.80786896,162,9.554676056,0
31682,WTG-F,28-Apr-22 00:10:00,15932011,4.281883717,4.169424534,4.382386208,4.27163887,3.843043566,3.731581926,650569,2779.752441,-3278.5,2813.827148,5947565,69.09999847,-3.700000048,13.47514725,OnLine,41.28817749,23.14320183,49.70000076,90.20581055,8.056612968,133.4354553,163,11.24523926,4
31826,WTG-F,29-Apr-22 00:10:00,16013548,2.107439756,2.123678684,2.209545135,2.225892782,1.664662719,1.685835838,650569,2420.047852,-3278.5,2618.695313,5990741,69.49015808,-3.700000048,13.43009758,OnLine,60.84192657,26.03235054,51.29999924,87.86273956,9.212231636,76.68962097,126,9.771540642,2
31970,WTG-F,30-Apr-22 00:10:00,16099144,11.77837086,11.70727062,11.86652756,11.80211639,11.33737278,11.26477909,650569,2818.489014,-3278.5,2827.259033,6053057,69.35633087,-3.700000048,13.55621433,OnLine,48.9110527,27.95308113,50.7082634,88.19138336,5.773282528,125.7921524,299,15.61690331,15.92330933
32114,WTG-F,01-May-22 00:10:00,16177712,85.00580597,80.68088531,85.00640106,80.68088531,85.00311279,80.68088531,650569,13.69064903,-3278.5,-10.40193176,6097256,51.08953857,-3.700000048,0.251582533,Weather Outage,35.24187469,26.16735268,39.90629196,0,0,21.37074661,33,1.633155704,21
32258,WTG-F,02-May-22 00:10:00,16258719,1.977969527,1.956683278,2.088047028,2.058897257,1.538823485,1.518840313,650569,2501.982422,-3278.5,2600.89209,6122360,65.87050629,-3.700000048,13.43314743,OnLine,42.70174789,24.11784744,48.16757202,89.11833954,9.081625938,86.84545135,97,9.826041222,7.774408817
32402,WTG-F,03-May-22 00:10:00,16341285,16.7326355,16.71225357,14.14120293,14.41949463,14.51988602,13.9638834,651256,2820,-3278.5,2801.931641,6169577,68.47073364,-3.700000048,13.43055248,OnLine,35.17633057,14.1038866,43.69349289,89.44393921,4.89249754,172.238205,327,18.23615265,0
32546,WTG-F,04-May-22 00:10:00,16426890,-0.688456595,-0.732866406,-0.581293166,-0.630652308,-1.121902466,-1.170709014,651256,373.4894409,-3278.5,429.726532,6195681,62.0663681,-3.700000048,7.559839249,OnLine,28.23341179,15.84911442,36.68351746,51.74478149,10.35667515,24.33997917,94,4.863181114,8
32690,WTG-F,05-May-22 00:10:00,16510282,85.00009918,84.98599243,84.99990845,84.98599243,85.00012207,84.98599243,651316,20.51331139,-3278.5,-15.95008755,6213920,56.0565033,-3.700000048,0.637602448,Weather Outage,33.28428268,16.11311531,36.38832474,4.617222309,2.012059689,65.89429474,53,2.295579672,300
2,WTG-G,20-Sep-21 00:10:00,2969847,9.425272942,9.423541069,9.433693886,9.423541069,9.422455788,9.423541069,1838311,567.9361572,72.09999847,534.0072021,756154,70.43212128,-3.700000048,12.25119972,OnLine,40.25576401,38.76427841,51.85451889,81.46685791,15.28954983,165.5289307,141,5.357078075,16.82092285
146,WTG-G,21-Sep-21 00:10:00,3056465,9.165966034,9.508359909,7.400463104,7.236366749,9.530949593,9.127635956,1838311,2603.612305,73.07388306,2058.967041,789259,71.1588974,-3.700000048,13.34318256,OnLine,37.25753021,34.97184753,52.10281372,88.72821808,8.691082954,109.5281296,12,10.21258259,344.6508484
290,WTG-G,22-Sep-21 00:10:00,3143082,-0.826409817,-0.81160301,-0.823402762,-0.81160301,-0.86459291,-0.81160301,1838311,1015.636108,68.40000153,711.1123657,821373,65.81308746,-3.700000048,8.997192383,OnLine,32.79250717,27.84132576,45.08865738,59.8286705,8.864251137,94.80509949,8,6.71208477,0.827608049
434,WTG-G,23-Sep-21 00:10:00,3192046,6.165232182,6.21187973,6.170487404,6.21187973,6.163364887,6.21187973,1838311,716.6967163,68.19506836,484.6774902,825933,66.21490479,-3.700000048,9.773391724,OnLine,34.73273087,29.01516914,39.89960861,64.99016571,11.08250523,40.43971252,136,5.924681664,2.896355629
578,WTG-G,24-Sep-21 00:10:00,3277658,7.98636961,7.915054798,7.019377708,7.282592773,6.619702339,6.543317795,1838311,1204.113892,66.53610229,1052.557617,853014,65.22396088,-3.700000048,13.00594234,OnLine,33.92714691,32.99763107,48.21518707,86.485672,12.1670866,56.11543655,156,7.118915081,1.36000061
722,WTG-G,25-Sep-21 00:10:00,3363258,6.022247791,6.014940262,6.019987583,6.014940262,6.018716335,6.014940262,1838311,2178.873291,71.19916534,1858.134033,878092,69.33825684,-3.700000048,13.4014883,OnLine,34.4901886,32.78759384,48.80702972,89.11593628,9.870871544,153.491333,37,9.03523922,3.17058444
866,WTG-G,26-Sep-21 00:10:00,3448876,8.530391693,8.53991127,8.529998779,8.53991127,8.526916504,8.53991127,1838311,1298.49231,64.53343201,635.2210083,896141,63.23270035,-3.700000048,10.66586685,OnLine,35.78602219,34.72603226,47.74944305,70.92485809,9.742902756,71.36095428,167,7.305699348,1.722640753
1010,WTG-G,27-Sep-21 00:10:00,3534488,11.38058662,11.29277325,11.38566208,11.29277325,11.38245678,11.29277325,1838311,1883.075562,65.92436981,455.4354858,925229,64.36047363,-3.700000048,10.01763153,OnLine,36.71202469,36.91625214,51.74079132,66.61428833,8.174552917,63.37269974,172,8.41919136,2.64751339
1154,WTG-G,28-Sep-21 00:10:00,3621091,4.961119652,4.908691883,4.965057373,4.908691883,4.958829403,4.908691883,1838311,1327.566406,67.59589386,1291.270508,953325,66.71981812,-3.700000048,12.49459553,OnLine,37.39944458,36.79844666,51.3333931,83.0853653,11.33270168,83.52806854,178,7.361078739,0.079617932
1298,WTG-G,29-Sep-21 00:10:00,3705794,-0.834968328,-0.605095506,-0.828844547,-0.605095506,-0.838475168,-0.605095506,1838481,476.4859619,63.74022675,465.2573242,974003,60.9431839,-3.700000048,7.85092926,OnLine,37.5970726,35.86024475,50.36719894,52.20635986,9.997329712,53.19518661,162,5.241942406,4.828197956
1442,WTG-G,30-Sep-21 00:10:00,3792423,2.355285406,2.388129473,2.36120677,2.388129473,2.356984138,2.388129473,1838481,2078.941895,71.24288177,2019.016479,1002097,69.76203918,-3.700000048,13.39658833,OnLine,36.39111328,34.06384277,50.83787155,89.08335114,10.13468552,82.62649536,128,8.792269707,1.366272688
1586,WTG-G,01-Oct-21 00:10:00,3865954,1.836889267,1.801158786,1.764108062,1.801158786,1.846121192,1.801158786,1838481,18.90197182,62.87586975,-15.60913467,1017918,54.66033173,-3.700000048,7.620427132,RunUp,30.71755219,26.23735809,40.36999512,50.6735878,23.99827957,42.92770767,21,2.100219011,3.156583786
1730,WTG-G,02-Oct-21 00:10:00,3907950,84.0098877,83.87537384,83.91361237,83.87537384,83.86632538,83.87537384,1838833,2.697266102,51.20000076,-13.03606319,1019686,40.50568771,-3.700000048,0.267111927,Weather Outage,30.03775978,27.72911072,31.53113937,1.776215315,5.923708439,3.246027946,160,0.299696237,57.17024231
1874,WTG-G,03-Oct-21 00:10:00,3961301,18.21318817,18.20486832,18.21444511,18.20486832,18.21497345,18.20486832,1838833,8.720424652,64.72935486,-18.45457649,1023530,56.42285538,-3.700000048,4.843304157,RunUp,31.17004013,27.11862564,39.27756882,32.20654297,34.92247391,94.39585876,30,0.968936145,12.20209122
2018,WTG-G,04-Oct-21 00:10:00,4022739,85.01572418,85,85.01151276,85,84.99742126,85,1838979,0,59.65034485,-13.10765171,1030347,50.36022186,-3.700000048,0,Weather Outage,34.24618912,30.79123306,36.95376587,0,Calc Failed,2651.005859,147,0,57
2162,WTG-G,05-Oct-21 00:10:00,4074850,-0.398402929,-0.409931958,-0.406240553,-0.409931958,-0.405874133,-0.409931958,1839170,591.7866211,68.59823608,2147.488281,1035450,67.80332947,-3.700000048,12.86773014,OnLine,34.12921524,29.2725029,45.79964066,85.56660461,15.58665752,96.69525909,137,5.569895267,5.37093401
2306,WTG-G,06-Oct-21 00:10:00,4116129,0.531216502,0.534858167,0.549559236,0.534858167,0.551632404,0.534858167,1839170,2267.031738,71.85494995,2166.008301,1040555,70.23622131,-3.700000048,13.1720705,OnLine,34.5331459,30.95212364,44.60674286,87.59037781,9.474476814,130.405365,85,9.234327316,6
2450,WTG-G,07-Oct-21 00:10:00,4146370,84.99232483,85,84.98428345,85,84.97674561,85,1839170,1181.041992,48.9995575,-7.296507359,1048017,38.5032692,-3.700000048,0,OK,30.19691849,26.80256462,31.84923744,0,0,3.817376614,133,7.339822769,0
2594,WTG-G,08-Oct-21 00:10:00,4180618,0.536738813,0.503020346,0.496224225,0.503020346,0.482696414,0.503020346,1839238,1721.018677,73.78072357,2121.942627,1064073,72.61903381,-3.700000048,12.98325253,OnLine,37.633358,32.01722717,46.96411514,87.34076691,10.68630409,162.810257,129,8.11051178,4
2738,WTG-G,09-Oct-21 00:10:00,4265218,2.265696764,1.823453069,4.833900452,4.737021446,2.350749254,2.842859507,1839238,2028.959595,74.22307587,2102.387207,1093181,72.90139771,-3.700000048,13.20905972,OnLine,40.39001465,36.79994583,51.90000153,89.90136719,10.25982761,93.50431061,180,8.685941696,6.418208122
2882,WTG-G,10-Oct-21 00:10:00,4351840,4.224319458,4.219305038,4.219960213,4.219305038,4.224711418,4.219305038,1839238,2083.692627,74.02826691,2189.281006,1141367,72.84853363,-3.700000048,13.40981007,OnLine,40.02803421,37.68828964,54.00305557,88.48259735,10.02848148,107.3642807,163,8.896247864,4.30491066
3026,WTG-G,11-Oct-21 00:10:00,4434406,14.46568012,14.8484726,11.56147861,11.85313988,13.24994946,12.75470829,1839238,2807.685059,74.26338959,2287.07959,1174492,71.71910858,-3.700000048,13.90792847,OnLine,26.73526573,24.00168419,46.33451843,90.72444916,5.890201569,242.5848541,8,15.2474556,8.407884598
3170,WTG-G,12-Oct-21 00:10:00,4509935,0.289792866,0.070691198,4.008285999,3.488071918,2.876191378,3.460507393,1839573,2603.464355,74.40000153,2756.776123,1204839,72.88225555,-3.700000048,13.39665031,OnLine,32.97763062,27.23142624,45.92971039,88.60936737,8.778553009,230.1174469,132,10.14748287,9
3314,WTG-G,13-Oct-21 00:10:00,4542673,9.088238716,9.289995193,9.112476349,9.289949417,9.101039886,9.28991127,1840574,2820,73.56951904,2478.99585,1224976,72.31821442,-3.700000048,13.5570507,OnLine,32.84531021,26.03856659,35.74639511,88.60509491,7.273188114,192.4962311,146,12.29500294,6
3458,WTG-G,14-Oct-21 00:10:00,4607843,1.149431467,1.205710411,1.14694345,1.205710411,1.146070361,1.205710411,1841419,118.6992569,67.3097229,122.2047729,1241706,62.57867813,-3.700000048,7.460738659,OnLine,32.05816269,26.34055328,39.64136887,48.97532654,13.76951313,35.88333893,137,3.603705406,5.835128307
3602,WTG-G,15-Oct-21 00:10:00,4653193,84.97471619,85,84.98239899,85,84.97471619,85,1875652,333.2782288,48.79999924,-4.387290478,1244559,38.17893982,-3.700000048,0.187378854,Fault 1569,27.15138817,21.94481277,28.65384865,1.245486379,0,8.016489983,3,4.694946766,6
