,turbine,blade1actual,blade2actual,blade3actual,power,rotor speed,generating outboard bearing temp,hub temp,wind speed
10370,WTG-E,1.764534831,1.739127636,1.441270351,14.84644508,7.508048058,27.95083618,19.9830761,2.490140915
10514,WTG-E,-0.741052508,-0.73235786,-1.049780607,1132.473877,10.40396214,29.88562202,21.74267006,6.406046391
10658,WTG-E,2.928126097,2.912673235,2.62309289,2703.365723,13.53032589,34.37475204,24.88459396,11.57658577
10802,WTG-E,12.48436832,12.47906494,12.1829958,817.0029907,11.27887917,27.79496574,18.78291893,9.719427109
10946,WTG-E,1.673130512,1.703820229,1.347276688,-9.857344627,7.269014835,22.40208817,17.76964188,2.279448986
11090,WTG-E,13.96956825,14.60419178,15.08227062,1633.956177,13.4277916,28.09427643,16.80802345,16.42722893
11234,WTG-E,-0.712722063,-0.739469409,-1.043687463,474.8091431,7.731919289,17.14127731,7.252869129,5.249237061
11378,WTG-E,-0.717844129,-0.701214433,-1.006392002,650.1048584,8.502202034,20.39999962,10.74040222,6.174824238
11522,WTG-E,85.00345612,84.99829865,84.99064636,-13.21139526,0,22.70806122,14.0906477,7.347872257
11666,WTG-E,11.52161503,11.52518559,11.21554947,610.3969727,10.62721348,30.64248276,21.01926041,8.984086037
11810,WTG-E,22.96699715,22.96043777,22.64656067,375.2826538,8.919906616,23.45151329,12.03995991,13.45550823
11954,WTG-E,13.70004654,13.69957733,13.3937149,760.4362793,11.03233719,22.39999962,11.70680809,10.07225418
12098,WTG-E,24.28090477,24.01494598,23.47382164,-5.394030571,8.004803658,24.76582527,14.73460865,11.22224426
12242,WTG-E,13.78517532,13.79006481,13.47942066,711.2628784,10.86978531,28.67334747,18.2677803,10.92261505
12386,WTG-E,20.16544533,20.16218185,19.84983253,399.6733704,8.867196083,32.20000076,23.88183022,12.11209106
12530,WTG-E,-0.247398272,-0.24835436,-0.606861651,362.4993286,7.499391079,32.00229263,27.78689766,4.830627918
12674,WTG-E,11.59748268,11.59412384,11.29915905,793.0822754,11.17091179,24.69018173,13.25507259,9.179390907
12818,WTG-E,11.3586359,11.35501671,11.05706692,666.6963501,10.64976501,23.79676628,12.24793243,9.733343124
12962,WTG-E,-0.761531591,-0.371185631,-0.676020443,655.2702637,8.525815964,17.16113472,5.165626049,6.248710632
13106,WTG-E,28.18506241,28.16783905,27.87023735,-23.26972008,3.244986534,19.87441635,9.362076759,7.739889145
13250,WTG-E,-0.779499054,-0.788394451,-1.090358496,399.6300964,7.483560085,22.73227692,13.99448967,4.78004837
13394,WTG-E,6.43558979,6.429687023,6.125496387,500.9437561,10.03904343,24.40817833,14.79225636,6.412450314
13538,WTG-E,16.90299797,16.9054451,16.59310722,785.7086792,11.05791569,28.05435944,17.71028519,14.35972118
13682,WTG-E,85.00067139,84.99917603,84.99978638,-13.29997444,0.738356471,27.86075783,18.98417473,7.261737347
13826,WTG-E,19.64641571,19.6458149,19.34634781,610.8966064,10.14195538,32.74633408,26.37865448,13.42949867
13970,WTG-E,3.947682619,3.947149992,3.646451712,1013.721924,11.29636478,29.18486977,19.83090591,7.486377716
14114,WTG-E,85.00250244,84.99726105,85.00294495,-13.05054665,0.125252664,31.14766502,25.83796692,8.481721878
14258,WTG-E,5.639536858,5.635910034,5.335793972,1110.638916,12.64266205,26.86126709,14.96169853,7.441328049
14402,WTG-E,9.398256302,9.398552895,9.096634865,478.7852783,9.966875076,23.75750542,13.88573837,7.057751656
14546,WTG-E,-0.769851863,-0.748033941,-1.063257575,423.210083,7.515490055,17.29635429,8.852286339,5.94739151
14690,WTG-E,14.85948467,14.85365868,14.54715538,833.6884766,11.18496704,29.49914742,18.79278946,10.72062969
14834,WTG-E,1.258883595,1.246117234,0.947013974,104.1021423,7.510313034,27.63536453,21.26941299,4.647459984
14978,WTG-E,12.87963772,12.86100197,12.57968807,958.1522217,11.78665257,19.08687019,0.883144617,8.922277451
15122,WTG-E,8.149281502,8.141300201,7.836064339,983.729248,12.16189098,26.45434952,5.015395641,8.744633675
15266,WTG-E,14.99275303,14.97507,14.66623592,798.1898193,11.18984127,29.68925095,11.76118374,12.72143745
15410,WTG-E,18.05325317,18.04220009,17.73677826,619.2938843,10.28141785,35.57691956,18.9430027,12.17657471
15554,WTG-E,15.1538372,15.14269352,14.8358717,513.5727539,9.585995674,24.8012886,4.942698002,11.58204365
15698,WTG-E,1.842612147,1.842281461,1.538750768,200.7824097,7.710372925,19.89199638,1.935230017,4.005448818
15842,WTG-E,13.58656597,13.6005106,13.28698635,807.9935913,11.26162052,25.26074982,5.338249207,12.25333405
15986,WTG-E,20.2306366,20.23208427,19.92740631,375.4046021,8.577813148,31.95476151,13.85640717,11.4875536
16130,WTG-E,0.053994574,0.156969637,-0.156588644,343.7971191,7.484363079,27.7217083,7.253334045,3.981226206
16274,WTG-E,10.33603096,10.34331894,10.03567219,1237.120361,12.84437275,33.32581329,14.05214405,12.01486301
16418,WTG-E,20.75351334,20.74128532,20.45489693,332.711792,8.472978592,32.75532913,14.92789841,11.79591179
16562,WTG-E,0.750956237,0.751133204,0.447962493,229.1968079,7.492925167,35.30428696,18.13840675,3.987489462
16706,WTG-E,-0.146294788,-0.142854959,-0.403903097,348.6956482,7.515591145,37.48944855,21.7226963,4.800368786
16850,WTG-E,85.0015564,85.00093079,85.00899506,-19.39241219,0.319515556,28.25718689,10.7768898,15.45115948
16994,WTG-E,7.121240139,7.121387482,6.820512772,745.7633057,11.17796135,25.23127937,4.745956898,6.19618082
17138,WTG-E,0.402893871,0.404934466,0.427923411,272.8002625,7.47258091,33.49705505,14.80859756,4.9706707
17282,WTG-E,85.01883698,85.01916504,85.01729584,-20.68367767,0.532883346,36.7295723,16.88982201,15.13928509
17426,WTG-E,0.481908858,0.482199728,0.176457107,397.7070313,7.689600468,37.26168442,19.69503021,4.844769955
17570,WTG-E,11.26510239,11.2530756,10.9270153,1743.960693,13.49641418,25.60409164,3.956453323,10.96533775
17714,WTG-E,1.104440451,0.764561892,0.431473941,219.7359924,7.505645752,21.43698311,1.902575374,4.845834255
17858,WTG-E,1.283640742,1.27280736,0.944544613,168.7084503,7.491572857,29.43053436,6.459646225,4.755164623
18002,WTG-E,5.526260853,5.520005703,5.193209171,2840.710693,13.47029877,45.20769501,11.89560318,10.25759697
18146,WTG-E,6.477346897,6.473161221,6.143119812,1542.317749,13.55323982,38.16307449,17.27510834,8.902070999
18290,WTG-E,3.964250326,3.951276541,3.626369715,2843.297852,13.43453979,48.26033783,13.88926888,11.01404858
18434,WTG-E,-0.71595633,-0.723370016,-1.078727484,1760.586182,11.80330753,30.48642349,2.360831738,7.242287636
18578,WTG-E,0.309529096,0.306370825,-0.014520302,2032.303101,12.48227787,27.16670227,4.70976305,8.364661217
18722,WTG-E,-0.732358158,-0.7472772,-1.067174673,510.0224304,7.969399929,37.70391464,8.925174713,5.336380959
18866,WTG-E,1.641390681,1.63320446,1.301996469,-18.72725677,7.390630722,33.03321457,13.07672977,2.840149164
19010,WTG-E,-0.241092011,-0.252288729,-0.57631892,311.2594299,7.490761757,40.09999847,20.00828743,4.568929672
19154,WTG-E,-0.744726121,-0.668873191,-0.963989079,1134.841919,10.39560032,36.82732391,17.97402954,6.928935528
19298,WTG-E,64.13012695,64.11814117,63.79187012,-18.80364799,2.438902855,48.27088165,19.98831177,13.72615433
19442,WTG-E,55.54650879,55.50421143,55.19331741,-21.27129555,2.75587368,37.0059166,8.678486824,12.88062859
19586,WTG-E,8.382027626,8.382665634,8.050127029,1747.414551,13.43976307,28.24272919,3.349082708,9.492083549
19730,WTG-E,2.279925585,2.253775358,1.932736516,2419.170898,13.46760654,38.12467194,1.869141579,8.370939255
19874,WTG-E,-0.711480081,-0.729534388,-1.085864305,1189.406372,10.50395393,30.51585579,5.714178085,5.799020767
20018,WTG-E,8.235487938,5.503310204,5.475446701,2828.397461,13.41872311,46.74763107,8.790510178,11.55168629
20162,WTG-E,5.773416042,5.770823479,5.434135914,2837.05957,13.56633091,42.78763199,10.90340805,11.13830757
20306,WTG-E,-0.03042962,-0.04853224,-0.373284012,2095.095703,12.82947922,39.77019882,16.14538574,8.061561584
20450,WTG-E,-0.714450061,-0.727165043,-1.044154406,644.5474854,8.717698097,40.23920059,18.87901878,5.677564621
20594,WTG-E,1.264194727,1.358045101,0.926695466,165.5402679,7.495487213,38.27150345,19.33444977,3.977591276
20738,WTG-E,-0.684941828,-0.740357578,-1.013681173,1614.852173,11.67742538,38.52602005,19.03660965,8.500488281
20882,WTG-E,16.42803764,16.06267738,15.80921459,2764.444336,13.52060699,47.60413361,13.96958447,19.2648735
